"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"29";-31,58;100;-3,06;0,36;0,37;0,76;35,33;0,3;45,34;17,79;1,32;-4,18;-3,17;486,17;131,58;-23,9;NA;11284,5;0;50,12;103,61;20,28;492,98;3,9;0,63;0,64;1,07;70,02;0,18;64,33;28,12;0,93;22,62;24,31;234,13;95,89;21,79;NA;14763;0;41,13;85,21;18,48;42,5;4,59;1,24;1,25;1,88;90,5;0,38;32,14;30,02;0,54;1,24;2,3;198,85;53,88;34,29;NA;NA;17,11;32,12;66,86
"30";-19,42;-5364,33;-5,19;0,04;0,55;0,8;97,55;48,19;94,68;23,86;1;275,29;276,29;17,6;99,64;-15,68;0,03;12480,5;0;9,89;126,72;-19,11;102,13;-4,83;0,03;0,49;0,68;91,93;48,65;106,94;19,91;1,19;-6,34;-5,34;26,82;118,71;-14,14;-0,98;14412;0;11,6;148,55;9,57;-79,96;2,24;0,01;0,46;0,71;85,18;36,14;93,29;23,53;1,12;-9,36;-8,36;55,03;111,96;10,93;-0,61;NA;0;7,62;59,83
"31";-8,81;-19,77;-4,61;0,04;0,32;0,59;191,19;29,2;104,59;28,49;0,55;1,25;2,25;-8,81;55,47;25,06;0,66;4091;0;0;0;0,79;2,76;0,91;0,14;0,63;1,11;417,96;143,28;291,4;140,92;0,71;2,47;3,47;3,23;71,17;9,88;1,32;4592;0;2,8;23,34;0,58;1,8;0,74;0,14;0,42;1,22;468,28;88,38;314,24;252,4;67,85;211,05;3,11;2,77;67,85;10,92;1,88;NA;0;2,82;17,47
"32";5,46;3792,31;3,04;0,42;1,79;4,5;203,62;55,49;31,19;111,86;1;693,84;694,84;20,77;99,86;6,77;8,23;19243,25;4,7;8,54;64,7;-5,98;-1575,04;-5,29;0,08;0,68;1,83;321,65;96,63;159,92;185,79;1;262,23;263,23;12,83;99,62;-4,97;6,3;11605,75;0,08;16,62;130,36;1,42;82,16;0,88;0,06;0,78;2,27;225,62;17,86;91,56;136,55;0,98;56,89;57,89;16,31;98,27;2,34;8,63;NA;0,07;6,66;38,78
"33";0,64;34,06;0,81;0,02;0,12;0,14;462,39;44,25;431,96;9,19;0,98;52,36;53,36;8,65;98,13;7,47;0,06;NA;0;10,15;51,04;5,73;75,6;6,36;0,06;0,19;0,22;404,06;42,73;319,72;7,97;0,92;12,2;13,2;14,84;92,42;14,2;0,25;20192;7,13;10,12;37,33;1,48;22,7;1,84;0,05;1,41;1,56;453,45;184,66;136,56;20,32;0,93;14,38;15,38;5,45;93,5;7,74;1,32;NA;13,56;3,66;21,99
"34";-17,59;-17,59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;-17,59;0;NA;NA;NA;0;NA;0;0,97;1,01;4;22,64;22,64;22,64;1508,05;NA;65,88;NA;0,04;0,05;1,05;0,97;4,42;21,86;NA;NA;0;0;0;0,66;1,8;NA;0,16;1,14;1,14;13168,7;8100;8240,22;NA;0,63;1,73;2,73;0,66;63,41;1,04;1,32;NA;0;0;0
"35";2;31,53;4,97;0,13;0,18;0,74;909,05;42,69;839,8;479,32;0,94;14,79;15,79;2;93,67;9,99;0,21;NA;0;0;0;0,74;11,22;2,7;0,14;0,18;0,5;1333,61;57,13;1232,29;392,75;0,93;14,22;15,22;0,74;93,43;4,95;0,12;NA;0;0;0;0,35;5,33;1,04;0,13;0,19;0,58;1092,1;62,82;1009,62;384,95;0,93;14,32;15,32;0,35;93,47;10,61;0,14;NA;0;0;0
"36";3,7;4,31;2,08;4,17;4,25;5,44;205,34;2,09;27,47;33,16;0,14;0,16;1,16;53,95;14,06;87,21;3,37;7897;0;28,27;75,05;0,56;0,65;0,37;2,28;2,32;3,39;240,35;1,16;32,29;35,22;0,14;0,16;1,16;52,72;14,11;91,89;1,61;7231;0;34,45;85,71;-0,26;-0,29;-0,16;4,4;4,51;5,02;226,89;2,84;27,78;14,39;13,03;14,98;1,15;30,35;13,03;127,1;2,32;NA;0;19,08;54,21
"37";25,51;27,27;6,86;7,08;10,97;15,4;98,16;22,68;5,83;26,16;0,06;0,07;1,07;27,64;6,44;433,46;14,04;92410;0;0,57;5,76;22,31;23;4,71;15,5;21,27;39,02;76,9;10,49;1,82;32,75;0,03;0,03;1,03;25,32;2,98;871,8;16,8;65317;0;0,64;8,13;13,99;14,36;3,52;18,5;29,6;47,98;91,53;18,58;1,84;33,78;0,03;0,03;1,03;16,67;2,6;661,05;54,18;NA;0;0,48;7,53
"38";-0,39;-0,6;-0,15;2,35;2,76;2,76;81,12;0,5;50,57;0;0,36;0,57;1,57;21,04;36,19;-1,06;NA;NA;0;8,32;93,29;-2,41;-2,81;-0,85;4,9;6,92;6,92;128,23;37,1;18,32;0;0,14;0,17;1,17;38,64;14,44;-16,67;NA;NA;0;14,46;91,48;-16,64;-94,84;-14,67;0,48;0,57;0,57;320,73;21,97;261,54;NA;0,82;4,7;5,7;-9,75;82,45;-20,19;0,33;NA;0;6,08;-92,5
"39";50,09;-148,29;29,23;0,02;0,69;0,69;213,01;NA;207,56;NA;1,34;-3,96;-2,96;50,09;133,78;40,9;0,04;NA;0;0;0;49,06;252,57;19,31;0,44;1,28;1,3;143,25;0,66;86,91;2,07;0,81;4,15;5,15;49,32;80,58;70,22;1,93;NA;0;0,1;0,42;8,03;32,32;4,95;0,56;0,98;0,98;224,47;1,16;140,81;0,83;0,75;3,03;4,03;9,43;75,17;26,48;0,97;NA;0;0,86;5,09
"40";-3,84;-57,38;-4,5;0,1;0,97;1,07;193,18;343,23;393,23;39,96;0,93;13,92;14,92;-1,69;93,3;-4,12;NA;-873;0;2,52;-116,95;2,55;57,67;3,43;0,28;0,48;0,79;488,79;89,51;461,8;148,71;0,96;21,59;22,59;14,18;95,57;4,79;0,19;7375,5;0;15,62;66,84;-1,09;-107,09;-2,92;0,24;0,29;0,92;977,57;47,69;956,6;601,16;0,99;97,55;98,55;4,06;98,99;1,64;0,12;NA;0;13,83;66,75
"41";3,42;4,16;68,33;5,39;5,62;5,62;7298,78;288;1281,6;NA;0,18;0,22;1,22;3,42;17,8;19,19;NA;NA;0;0;0;9,33;11,6;64,7;4,85;5,12;5,12;2523,25;129,6;487,44;NA;0,2;0,24;1,24;9,33;19,53;47,78;NA;NA;0;0;0;12,73;13,3;71,33;9,38;23,19;23,19;2039,61;1201,5;87;0;0,04;0,05;1,05;12,73;4,31;295,17;NA;NA;0;0;0
"42";4,36;7,44;17,01;0,1;4,19;4,19;1423;1349,27;330,63;0,05;0,41;0,71;1,71;5,6;41,38;10,54;55,06;62544,33;0;4,84;17,88;0,02;0,04;0,26;0,24;3,09;3,09;4242,52;2883,08;1011,74;0,06;0,42;0,73;1,73;1,07;42,12;0,05;3;7808,67;0;12,24;120,19;-0,01;-0,01;-0,12;0,03;0,81;0,81;7948,56;1520,76;1958,15;NA;0,42;0,74;1,74;0,94;42,45;-0,01;0,94;NA;0;20,73;-230,65
"43";-8,91;272,61;-385,01;0,03;0,19;0,19;15777,08;2497,87;16069,39;NA;1,03;-31,61;-30,61;-8,91;103,27;-8,63;-0,04;NA;0;0;0;-5,86;94,4;-24,23;0;0,27;0,27;1506,14;230,22;872,01;NA;1,06;-17,12;-16,12;-2,79;106,2;5,49;0,25;4341,71;0;12,68;27,34;0,87;-17,7;1,2;0,03;0,49;0,49;505,51;196,7;426,2;NA;1,05;-21,4;-20,4;12,06;104,9;20,06;-0,08;NA;0;10,71;21,02
"44";-0,21;-0,22;NA;23,27;23,27;23,27;NA;NA;NA;NA;0,04;0,04;1,04;-0,21;4,3;-5;NA;NA;0;NA;0;-9,4;-9,87;NA;21,27;21,27;21,27;NA;NA;NA;NA;0,05;0,05;1,05;-9,4;4,7;-200;NA;NA;0;NA;0;-27,55;-36,45;-53,91;3,69;4,09;4,09;712,24;69,17;172,03;NA;0,24;0,32;1,32;-27,55;24,42;-112,81;NA;NA;0;0;0
"45";5,29;17;6,84;1,29;1,48;1,48;471,86;57,59;106,22;0,31;0,66;2,13;3,21;10,21;68,88;9,32;17,55;6433,5;43,47;6,36;31,74;5,92;15,51;7,64;1,47;1,63;1,63;469,8;44,56;87,03;1,26;0,61;1,59;2,62;12,37;61,81;11,31;40,16;7756,43;42;8,33;36,78;-1,73;-4,62;-3,56;1,38;1,57;1,58;748,74;90;141,89;3,21;62,61;167,47;2,67;2,5;62,61;-2,76;36,5;NA;43,45;8,69;59,22
"46";76,07;156,51;32,01;0,67;2,14;2,14;153,6;103,57;70,65;0,25;0,51;1,06;2,06;101,29;51,39;148,02;NA;57101;0;10,61;24,63;36;46,06;12,23;3,64;4,82;4,82;123,69;29,98;25,36;NA;0,22;0,28;1,28;60,84;21,83;164,93;NA;35625;0;8,44;39,33;-43,86;-145,89;NA;0,34;1,01;1,01;136,37;61,94;92,2;NA;0,7;2,33;3,33;-15,87;69,9;-52,54;0,98;NA;0;7,53;-443,56
"47";30,84;36,42;12,37;2,47;2,94;4,97;146,41;8,55;18,04;37,2;0,13;0,16;1,18;48,86;15,31;246,12;2,3;41663,26;0;7,23;30,82;25,68;27,71;14,52;1,85;6,62;9,74;205,85;71,66;15,03;47,44;0,08;0,09;1,08;38,31;7,33;349,33;3,39;37023,14;0;7,14;26,49;42,52;75,73;6,6;0,1;0,52;2,19;56,47;8,5;4,25;34,27;0,43;0,77;1,78;112,44;43,09;103,36;3,29;NA;29,04;7,8;32,1
"48";11,24;16,71;8,27;2,03;2,47;2,61;268,37;37,19;85,84;12,83;0,33;0,49;1,49;26,13;32,73;34,4;4,7;32460;0;10,95;51,77;14,89;19,18;10,02;2,78;4,26;4,51;245,08;64,24;43,37;11,25;0,22;0,29;1,29;32,18;22,4;68,25;4,57;33822;0,05;11,64;46,44;15,95;23,73;11,52;1,01;2,93;3,01;263,04;139,96;72,87;6,27;0,33;0,49;1,49;31,09;32,81;53,17;4,78;NA;0;8,1;29,55
"49";0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;0;NA;NA;2,83;2,86;31,61;117,98;117,98;117,98;4063,49;NA;34,06;NA;0,01;0,01;1,01;2,83;0,85;334,09;NA;NA;0;0;0;39,37;46,82;23,2;6,29;6,29;6,29;214,55;NA;33,76;NA;0,16;0,19;1,19;85,57;15,91;247,46;NA;NA;0;26,38;46,01
"50";8,93;23,11;4,32;0,15;0,52;0,8;176,34;35,61;96,53;27,79;0,6;1,56;2,59;34,11;61,37;28,92;0,78;NA;0;12,2;54,19;20,36;42,03;14,48;0,43;1,13;1,35;258,97;86,72;124,67;27,72;0,5;1,04;2,06;34,24;51,56;52,21;1,47;NA;0;9,88;28,85;12,75;20,92;9,22;0,32;1,36;1,68;263,09;101,75;97,99;30,79;39,02;63,99;1,64;35,12;39,02;49,08;1,69;NA;0;16,17;47,31
"51";-0,78;-1,1;-1,01;0,27;0,68;2,79;470,59;53,7;130,65;279,74;0,29;0,4;1,4;12,51;28,66;16,37;3,38;NA;0;17,14;66,42;4,11;7,86;3,81;0,56;1;1,7;337,13;69,65;157,25;109,88;0,48;0,91;1,91;23,09;47,66;21,68;2,62;NA;0;17,58;57,23;-3,95;-6,92;-7,96;0,79;1,17;1,91;733,99;119,73;310,73;230,41;0,43;0,75;1,75;10,72;42,97;2,94;3,16;NA;0;29,57;78,95
"52";429,85;-271,43;17,47;0,02;0,03;0,26;14,83;0,06;37,52;8,74;2,58;-1,63;-0,63;499,84;258,37;166,37;NA;5967;0;2,84;14,93;34,29;143,06;17,52;1,28;1,29;1,33;185,93;0,56;66,46;2,48;0,76;3,17;4,17;41,92;76,03;64,27;1,46;13816;0;3,89;10,77;-20,75;-446,85;-12,06;0,72;0,82;0,85;211,62;19,05;107,69;3,97;95,36;2053,5;21,54;1,73;95,36;-0,19;0,47;NA;36,44;13,07;60,09
"53";-22,89;-26,17;-32,55;1,52;1,62;1,62;519,05;5,95;61,03;NA;0,13;0,14;1,14;-9,22;12,51;-102,57;1,09;444,67;0;19,45;802,77;-12,44;-14,65;-104,63;1,42;1,44;1,44;3062,22;9,85;437,23;NA;0,15;0,18;1,18;-7,43;15,09;-12,62;1,08;1352;0;42,15;130,44;-11,58;-13,71;NA;1,17;1,44;1,44;2711,68;108,58;401,54;0;0,16;0,18;1,18;-7,9;15,55;-2,64;1,09;NA;0;18,55;47,56
"54";8,59;24,48;3,13;8,31;10,48;13,62;133,06;18,83;8,67;27,58;0,65;1,85;2,85;16,09;64,91;18,38;10,03;18537,5;0;2,73;33,31;16,98;40,83;7,24;2,1;4,47;5,35;155,29;61,01;25,72;22,93;0,58;1,41;2,41;24,36;58,42;32,76;8,62;25926,33;0;3,15;22,31;19,58;33,8;9,22;2,85;4,67;5,44;171,49;47,59;26,12;20,1;0,42;0,73;1,73;27,27;42,08;53,43;5,5;NA;0;2,36;13,58
"55";-10,03;-10,2;-29,45;56,42;56,42;59,92;264,16;NA;17,63;62,69;0,02;0,02;1,02;-6,03;1,67;-601,3;NA;NA;0;11,77;115,63;26,5;28,37;11,41;14,59;14,59;15,17;156,69;NA;10,22;6;0,07;0,07;1,07;34,7;6,59;402,01;NA;NA;0;3,53;19,95;11,37;12,21;7,73;14,14;14,14;14,59;247,55;NA;16,78;7,59;0,07;0,07;1,07;18,9;6,86;165,91;NA;NA;0;5,12;29,36
