"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"11";-0,87;-21,96;-0,48;0,16;1,07;1,08;199,44;159,21;147,99;1,43;0,91;23;25,24;9,94;96,04;7,01;1,39;19350,7;12,92;5,9;60,39;-9,26;233,27;-6,05;0,21;0,94;0,95;237,57;175,39;174,89;2,72;1,04;-26,17;-25,18;3,61;103,97;-5,21;-1,3;11843,4;27,86;8,4;88;-8,1;45,83;-5,45;0,12;0,86;0,86;244,97;201,45;240,21;1,64;1,16;-6,6;-5,66;6,74;116,5;-6,62;-6,15;NA;13,31;7,09;87,66
"12";0,58;1,47;0,68;0,01;1,2;1,27;432,2;114,38;240,56;15,69;0,61;1,55;2,55;21,41;60,72;4,44;1,51;11994,44;0,73;24,67;89,15;-8,22;-22,95;-19,61;0;1,12;1,18;868,4;188,13;502,27;30,88;0,64;1,79;2,79;8,21;64,2;-8,87;1,33;6516,04;2,17;39,19;160,61;-129,55;295,21;-243,11;0,01;0,26;0,31;683,09;204,56;790,48;46,61;143,88;-327,88;-2,28;-97,18;143,88;-85,9;-0,45;7416,05;7,93;43,17;117,22
"13";-13,92;-45,97;NA;0,04;0,25;0,28;NA;NA;NA;NA;0,7;2,3;3,3;-11,64;69,72;-17,27;0,74;-21326,25;41,75;NA;-22,21;-34,98;205,87;-64034,73;0;0,06;0,19;666358,7;21408,53;322612,25;52315,57;1,17;-6,88;-5,89;-23,28;116,99;-25,28;0,45;-14499,54;66,43;21414,84;-75,17;-46,37;116,43;-1409,62;0;0,01;0,25;11066,29;41,37;6210,68;1660,19;1,28;-3,2;-2,51;-25,24;127,54;-29,9;0,14;7392,7;55,85;446,96;-102,98
"14";-76,57;23,31;-14,58;0,01;0,04;0,05;69,48;7,79;280,38;2,77;4,29;-1,3;-0,3;139,91;428,56;-9,2;-4,11;NA;6,41;41,21;113,46;271,86;-152,75;40,15;0,01;0,11;0,13;53,75;13,08;138,27;3,33;2,78;-1,56;-0,56;520,64;277,98;113,03;-2,69;NA;2,6;36,74;94,88;-110,4;24,85;-10,36;0;0,06;0,07;34,16;10,84;172,75;1,65;5,44;-1,23;-0,23;327,38;544,27;-9,2;-7,12;NA;0,06;29,6;78,24
"15";-146,01;103,77;-66,86;0,01;0,36;0,44;167,15;132,58;375,4;30,72;2,41;-1,71;-0,71;-56,26;240,71;-60,66;NA;-4546,17;0;41,1;-159,07;-150,41;32,23;-68,02;0;0,16;0,18;164,61;142,1;895,49;18;5,67;-1,21;-0,21;5,29;566,76;-26,54;NA;439,38;0,11;70,41;1905,21;-9318,87;35,43;NA;0;0;0;5,78;5,36;1182,13;NA;264,03;-1;0;-682,74;26402,96;-35,29;NA;NA;0;101,3;276,27
"16";0,85;5,89;0,86;0,82;1,27;1,71;368,14;69,13;103,18;66,74;0,86;5,92;6,92;12,89;85,55;3,45;2,05;NA;13,04;12,14;65,92;-13,48;-133,5;-9,78;0,01;0,9;1,26;264,19;103,64;117,29;43,7;0,9;8,91;9,91;5,78;89,91;-11,6;1,26;NA;16,88;13,98;-68,43;-10,75;71,81;-9,72;0,02;0,9;1,08;329,13;165,12;186,66;33,37;1,15;-7,68;-6,68;2,64;114,97;-8,55;1,11;NA;21,18;12,1;194,32
"17";1,38;4,09;25,21;0;0,17;0,28;6688,06;41,77;1404,9;158,65;0,39;1,15;2,97;3,33;66,35;19,72;0,54;-10098,14;17,3;35,84;-137,66;-20,08;-116,74;-242,64;0;0,18;0,31;4398,58;58,12;993,9;157,2;0,57;3,34;5,81;-15,81;82,8;-10,35;0,52;-13145,67;34,48;51,6;-96,5;-18,2;1291,07;-85,84;0;0,1;0,23;1716,35;59,86;567,9;82,5;0,79;-55,85;-70,92;-12,16;78,75;-1,55;0,42;11020;43,36;20,18;128,69
"18";-1,14;-1319,64;-0,85;0,12;0,24;0,84;271,76;22,72;199,83;135,1;1;1155,74;1156,98;39,37;99,91;1,26;0,52;10670,49;11,98;30,16;91,79;-0,07;-573,08;-0,06;0,03;0,14;0,82;318,29;23,65;254,74;193,24;1;8245,83;8246,83;37,24;99,99;1,6;0,41;12057,51;7,08;32,62;79,22;-84,45;100,03;-50,55;0,03;0,06;0,29;217,87;7,64;380,08;89,22;1,84;-2,18;-1,18;-23,08;184,43;-44,1;-1,84;NA;5,23;26,1;377,26
"19";1,22;7,15;1,23;0,03;0,84;0,94;367,26;122,06;84,41;14,98;0,64;3,78;5,86;17,74;82,94;9,8;0,61;21341,08;22,64;16,63;74,72;0,17;1,15;0,3;0;0,59;0,8;638,08;187,63;193,42;67,21;0,67;4,45;6,63;12,92;84,91;13,36;0,46;18076,81;22,25;22,34;87,6;-12,15;-234,05;-15,34;0,01;0,45;0,73;459,53;116,63;148,68;76,25;0,78;14,99;19,27;-0,21;77,82;-1,41;0,27;12806,35;25,81;10,78;65,76
"20";34,97;-148,97;23,4;0,01;0,55;0,83;244,18;128,7;237,43;68,58;1,23;-5,26;-4,26;68,32;123,48;31,49;0,04;NA;22,85;22,31;-444,4;-33,94;155,71;-25,59;0,14;0,47;0,78;274,42;92,68;284,53;92,52;1,22;-5,59;-4,59;-5,79;121,8;-24,51;-0,74;4055,91;4,39;21,22;276,95;10,88;-33,05;3,36;0,04;0,59;0,68;112,37;72,53;121,09;12,89;1,33;-4,04;-3,04;44,53;132,92;9,87;-1,77;NA;15,2;7,46;46,24
"21";1,86;35,05;2,53;0;0,24;0,54;497,68;75,99;287,61;97,81;0,95;17,89;18,89;24,01;94,71;4,79;0,53;NA;32,82;30,21;81,28;2,63;36,11;NA;0;0,11;0,6;255,31;20,01;166,99;86,31;0,93;12,72;13,72;25,77;92,71;5,66;0,49;NA;23,77;11,42;53,72;-3,68;-73,82;-5,53;0,01;0,05;1,04;546,69;6,98;154,89;182,97;0,95;19,05;20,05;20,52;95,01;1,72;1,01;NA;24,17;26,01;65,9
"22";-13,41;36,5;-8,77;0;0,18;0,25;238,73;52,79;297,57;22,01;1,37;-3,72;-2,72;28,09;136,73;-6,58;-0,54;18337,68;0;27,14;90,43;-135,43;58,15;-31,35;0;0,06;0,13;84,27;15,09;237,31;16,72;3,33;-1,43;-0,43;3,1;332,92;-36,57;-3,73;10375,4;0;32,07;199,91;-89,12;32,63;-22,34;0,01;0,08;0,17;91,26;21,23;301,19;26,45;3,73;-1,37;-0,37;38,05;373,12;-20,84;-6,09;NA;0;22,68;145,06
"23";-1,72;3,94;-1,36;0;0,13;0,28;289,07;51,89;345,98;60,69;1,44;-3,3;-2,3;33,21;143,54;1,06;-0,71;12132,45;18,92;27,66;81,27;-10,8;16,48;-7,79;0,01;0,08;0,17;262,64;29,39;382,36;39,29;1,65;-2,53;-1,53;30,38;165,51;-4,25;-0,9;13413,36;14,73;29,71;98,54;6,85;-11,76;4,03;0,01;0,14;0,21;214,24;43,37;311,96;22,77;1,58;-2,72;-1,72;48,54;158,29;6,48;-0,85;NA;7,03;17,78;55,49
"24";1,07;2,6;0,96;0;0,15;0,75;327,41;23,73;95,83;108,45;0,58;1,42;2,44;16,97;58,99;9,14;0,77;22218,66;25,01;14,26;66,91;-42,76;-235,13;-52,61;0;0,08;0,4;447,81;27,42;162,55;107,5;0,81;4,44;5,5;-18,55;81,81;-43,88;0,34;-4964;38,39;29,79;-283,44;2,6;7,84;2,31;0;0,31;0,64;323,79;60,23;81,75;65,17;0,66;1,99;3,02;26,13;66,03;13,88;0,62;10109,46;35,89;14,7;64,1
"25";4,55;-13,39;2,78;0,54;2,07;4,07;222,77;64,21;52,3;106;1,34;-3,94;-2,94;18,79;134;3,51;25,23;16323,25;0;8,69;68,27;3,05;-12,05;2,68;0,28;1,72;3,5;319,12;90,09;88,01;159,22;1,25;-4,95;-3,95;8,68;125,32;2,53;30,04;13515,67;24,64;4,93;52,08;-19,16;38,89;-20,97;0;0,33;0,67;398,39;28,24;475,1;191,61;149,25;-303,03;-2,03;-7,51;149,25;-12,83;-17,2;NA;24,5;12,74;-222,04
"26";2,14;11,21;2,83;0;0,89;1,39;481,19;215,64;190,58;121,76;0,72;3,78;5,23;16,64;80,88;9,33;0,9;NA;16,23;19,11;88,2;-1,45;-9,74;-1,29;0;0,98;1,35;322,85;136,03;165,58;69,21;0,79;5,3;6,7;9,03;79,11;3,05;0,76;NA;7,42;6,68;56,73;-12,26;134,4;-11,53;0;0,77;0,93;342,28;131,59;260,74;41,08;1,02;-11,19;-10,96;3,11;102,06;-6,39;-0,34;NA;2,14;10,43;92,91
