"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"11";-7,21;-273,13;-5,24;0,07;0,56;0,56;236,34;120,95;251,55;NA;0,97;36,88;37,88;25,68;97,36;-6,39;0,06;4528;0;23,91;122,89;-5,04;157,02;-4,11;0,03;0,73;0,79;296,47;138,55;180,15;13,03;1,03;-32,13;-31,13;30,17;103,21;4,02;-0,06;NA;6,15;28,68;83,53;12,49;142,66;8,33;0,08;1,04;1,08;242,83;122,21;127,11;4,18;0,91;10,42;11,42;40,48;91,25;29,42;0,21;NA;0;18,68;47,75
"12";15,77;41,99;9;2,81;10,79;10,79;145,47;151,83;19,04;NA;0,62;1,66;2,66;22,3;62,44;25,26;NA;NA;0;3,73;24,03;7,26;15,09;7,75;0,41;0,93;1,34;388,68;105,11;199,5;81,48;0,52;1,08;2,08;36,65;51,9;13,99;1,59;NA;0;31,39;69,35;14,07;24,08;7,68;3,41;11,07;11,07;198,64;97,85;12,79;NA;0,42;0,71;1,71;40,36;41,56;33,87;2,09;NA;0;14,35;58,75
"13";3,21;6,38;1,48;1,29;1,88;2,05;168,13;40,96;69,46;11,65;0,5;0,98;1,98;32,74;49,58;20,96;3,96;13752,5;5,91;13,64;66,42;10,7;150,61;6,6;0,26;0,7;0,81;224,38;30,82;70,88;7,61;0,93;13,07;14,07;34,2;92,89;18,43;0,89;NA;0;14,48;48,07;9,11;58,59;4,83;0,44;0,99;1,03;192,93;40,96;66,47;3,06;0,84;5,43;6,43;41,2;84,46;26,81;0,99;NA;4,48;17,01;52,36
"14";2,93;16,23;2,4;0,19;0,98;0,99;298,81;122,37;119,94;2,25;0,82;4,54;5,54;8,63;81,96;8,14;0,99;NA;29,99;4,68;35,41;0,24;1,89;0,37;0,01;0,95;0,95;551,59;327,34;303,42;2,85;0,87;6,81;7,81;1,74;87,2;7,49;0,92;NA;22,32;1,69;9,04;0,85;7,55;0,81;0,04;0,98;0,98;344,53;247,64;242,32;1,45;0,89;7,88;8,88;1,15;88,73;4,84;0,95;NA;15,84;0,21;2,79
"15";0,67;0,87;1,8;5,47;6,72;6,73;977,09;39,59;31,6;0,04;0,14;0,18;1,29;0,67;22,65;92,48;1,13;NA;10,63;0;0;2;2,33;4,02;1,71;1,96;1,96;732,52;24,77;61,05;0,03;0,14;0,16;1,16;2,07;14,15;109,12;1,19;NA;5,72;0,16;0,49;-16,97;-30,27;-301,33;0,22;0,3;0,3;6463,31;93,41;727,14;NA;0,44;0,78;1,78;-16,71;43,95;-13,2;0,85;NA;8,79;4,6;-3,21
"16";25,85;64,25;20,37;3,3;4,54;4,75;286,88;72,04;58,26;12,55;0,6;1,49;2,49;74,57;59,76;43,53;29,46;55543,94;0;38,4;59,43;4,79;8,62;4,3;3,42;7,11;7,62;326,84;149,08;40,32;20,32;0,44;0,8;1,8;69,03;44,37;13,93;15,02;23623,69;0;42,47;65,79;3,15;6,35;3,1;1,8;3,47;3,67;358,48;155,9;93,15;18,89;0,5;1,02;2,02;54,7;50,35;8,7;18,42;21208,7;0;36,73;65,29
"17";-0,11;-0,27;-0,32;0,18;0,23;0,28;1023,47;24,36;547,95;27,6;0,58;1,38;2,38;11,02;58,06;0,09;0,54;5716,61;3,67;31,32;108,72;-2,78;-6,66;-7,8;0,07;0,17;0,21;1022,39;57,38;547,09;26,29;0,58;1,4;2,4;9,7;58,29;-4,77;0,48;NA;3,98;25,23;66,68;-0,13;-0,29;-0,36;0,03;0,11;0,15;1015,91;42,66;507,09;19,74;0,54;1,19;2,19;12,08;54,35;4,41;0,5;NA;3,53;24,48;60,85
"18";8,49;9,8;7,91;2,66;6,08;6,57;338,92;127,02;37,25;18,3;0,13;0,15;1,15;35,18;13,32;94,32;3,27;28768,45;0;24,85;59,55;7,88;9;6,39;3,55;6,82;7,4;295,42;96,81;29,94;17,41;0,12;0,14;1,14;38,35;12,47;91,91;3,67;13421,82;0;17,37;46,1;8,83;10,21;8,74;3,68;5,87;6,32;360,24;88,83;41,13;18,21;0,14;0,16;1,16;36,9;13,52;87,3;3,23;13485,53;0;19,71;46,48
"19";0,52;1,41;0,37;0,19;0,73;1,22;254,57;85,04;156,55;77,06;0,63;1,69;2,69;24,13;62,77;14,57;1,58;11046;0;16,51;68,44;1,08;3,46;0,67;0,04;0,81;1,19;225,2;105,31;137,08;52,5;0,69;2,2;3,2;21,73;68,79;7,64;1,46;NA;3,95;8,92;51,32;1,7;4,85;0,89;0,06;0,79;1,16;189,82;85,21;111,56;43,29;0,65;1,86;2,86;26,31;64,97;9,62;1,39;NA;4,96;9,23;55,26
"20";6,71;48,29;431,35;0,02;0,55;0,73;23399,21;10749,47;20118,04;3645,95;0,86;6,2;7,2;10,57;86,1;18,35;0,39;-397914,33;0;247,96;-1,33;6,52;81,5;2,38;0,14;0,51;0,71;132,69;45,02;121,87;25,5;0,92;11,5;12,5;10,72;92;17,58;0,24;NA;0;1,07;16,4;18,4;81,54;9,14;0,04;0,6;0,61;180,79;78,01;138,41;0,79;0,77;3,43;4,43;21;77,43;33,67;0,43;NA;0;0,9;6,16
"21";33,56;59,57;23,44;0,82;1,97;2,19;254,27;118,33;103,6;22,94;0,44;0,77;1,77;41,18;43,66;102,05;6,06;64149;0;5,32;16,14;10,77;20,58;11,71;0,46;1,93;2,1;395,68;114,89;119,62;20,05;0,48;0,91;1,91;17,83;47,65;36,38;1,94;NA;0;7,68;25,92;10,73;19,92;14,13;1,46;2,64;2,84;479,26;131,06;111,49;21,74;0,46;0,86;1,86;16,75;46,14;43,08;2,3;NA;0;7,92;21,24
"22";-0,91;-0,91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;-0,91;0;NA;NA;NA;0;NA;NA;25,28;27,23;75,02;13,91;13,91;13,91;1080,35;NA;76,8;NA;0,07;0,08;1,08;25,28;7,19;351,67;NA;NA;0;0;0;-7,87;-8,53;NA;12,9;12,9;12,9;NA;NA;NA;NA;0,08;0,08;1,08;-7,87;7,75;-101,46;NA;NA;0;NA;NA
"23";4,71;85,09;1,88;0,16;0,83;0,84;145,23;72,5;105,34;1,67;0,94;17,07;18,07;32,74;94,47;12,2;0,67;NA;4,88;11,18;63,24;7,24;46,93;2,32;0,09;0,66;0,72;116,44;48,71;75,56;4,72;0,85;5,48;6,48;45,03;84,57;19,6;0,54;NA;10,16;8,68;43,9;0,42;10,39;NA;0;0,55;0,66;139,41;63,17;109,64;13,27;0,96;23,65;24,65;36,45;95,94;8,03;0,34;NA;4,73;10,02;54,3
"24";-0,69;-0,89;-94,13;35,71;46,52;46,52;49729,1;2396,42;221,79;NA;0,23;0,29;1,29;-0,69;22,57;-2,17;1,25;NA;0;0;0;-1,09;-1,77;-178,77;0,37;0,7;0,7;59553,81;2625,16;7957,29;0;0,38;0,62;1,62;-0,9;38,33;-2,5;0,95;NA;6,89;21,75;-22,76;-1,21;-1,91;-16,26;2,5;7,03;8;4874,39;249,5;55,07;53,29;0,27;0,42;1,57;2,92;26,63;9,21;0,98;4493,84;6,6;39,44;111,74
"25";-0,58;-0,58;-21,01;NA;NA;NA;3241,96;266,09;NA;NA;NA;NA;1;-0,58;0;NA;NA;NA;0;0;0;-11,01;-12,49;-19,96;8,38;8,44;8,44;659,7;4,95;77,31;NA;0,12;0,13;1,13;-11,01;11,85;-92,93;NA;NA;0;0;0;28,91;46,69;9,87;2,57;2,57;2,62;124,34;0,17;46,85;2,47;0,38;0,62;1,62;28,91;38,1;75,87;NA;NA;0;0;0
"26";6,5;33,92;NA;0,07;1,24;1,24;85,68;106,37;90,84;NA;0,81;4,22;5,22;59,35;80,83;8,05;NA;NA;0;12,56;63,85;0,46;13,9;NA;0,01;1,09;1,09;218,31;214,39;198,07;NA;0,97;29,11;30,11;3,13;96,68;0,48;NA;NA;4,92;1,45;52,53;6,74;44,06;NA;0,27;1,22;1,22;151,24;116,78;80,21;NA;0,85;5,54;6,54;14,05;84,71;7,95;NA;NA;31,03;2,47;31,13
"27";17,17;35,65;8,56;9,1;9,79;9,97;181,44;8,66;12,65;2,3;0,52;1,08;2,08;17,17;51,83;58,77;3,22;NA;0;0;0;13,16;21,55;NA;3,99;5,01;5,08;177,43;21,58;21,15;1,29;38,93;63,75;1,64;35,01;38,93;79,74;2,33;NA;0;7,14;24,18;7,97;15,99;NA;1,29;3,43;3,49;232,84;54,87;25,59;1,31;50,16;100,66;2,01;29,82;50,16;50,05;1,41;NA;0;7,86;25,51
"28";0,13;0,15;4,63;0,2;18,95;18,95;12707,12;10922,68;241,19;0;0,11;0,12;1,12;0,13;10,7;31,52;7,85;NA;8,78;0;0;0,26;0,28;10,08;0,1;27,51;27,51;13858,88;12388,52;46,13;NA;0,07;0,07;1,07;0,26;6,66;54,7;10,41;NA;6,32;0;0;-0,82;-0,86;-24,79;0,14;23,96;23,96;10941,09;10097,02;46,42;NA;0,04;0,04;1,04;-0,82;3,92;68,44;15,66;NA;3,49;0;0
"29";-24,92;-43,38;-32,55;0,24;0,5;0,52;475,49;50,93;196,44;4,11;0,43;0,74;1,74;-6,7;42,57;-4,76;0,75;6186,5;0,15;23,79;91,44;-21,95;-42,34;NA;0,12;0,24;0,26;407,44;23,87;147,27;4,67;0,48;0,93;1,93;2,64;48,17;-21,71;0,6;NA;11,18;20,3;88,35;10,61;15,59;10,81;0,16;0,25;0,29;371,11;10,46;68,85;4,61;0,32;0,47;1,47;37,74;31,99;51,89;0,76;NA;12,64;20,15;45,16
"30";24,4;83,08;11,81;0,02;1,03;1,11;176,13;124,18;123,04;9,7;0,71;2,41;3,41;24,4;70,63;43,48;1,37;NA;0;0;0;35,88;92,31;23,67;0,01;1,29;1,31;240,13;185,24;136,23;3,66;0,61;1,57;2,57;35,88;61,13;69,82;2;NA;3,77;0;0;21,65;89,28;27,08;0,16;1,13;1,15;455,36;331,02;280,35;6,59;0,76;3,12;4,12;21,65;75,75;34,32;1,93;NA;13,5;0;0
"31";16,93;19,5;9,44;6,04;7,94;7,94;202,92;46,39;24,48;0,14;0,13;0,15;1,15;41,51;13,18;136,53;30,14;39933,96;0;13,71;51,13;29,36;38,27;NA;3,24;9,36;9,38;91,94;54,34;9,24;0,25;0,23;0,3;1,3;73,14;23,28;134;20,3;NA;0;7,9;32,74;20,74;31,57;NA;2,01;4,23;4,25;134,77;65,52;30,75;0,55;0,34;0,52;1,52;48,66;34,29;63,31;43,79;NA;0;7,35;33,21
"32";1,98;4,59;0,94;0,34;1,12;1,34;172,79;75,48;97,03;21,5;0,57;1,31;2,31;26,21;56,8;18,28;1,8;23906,83;0;11,5;63,8;16,98;30,48;6,72;0,66;1,55;1,88;144,1;56,41;63,14;20,93;0,44;0,8;1,8;46,16;44,31;56,82;3,38;NA;0;8,11;34,52;24,66;35,81;12,17;1,94;3,88;4,65;179,61;63,58;32,92;25,61;0,31;0,45;1,45;53,71;31,14;97;5,49;NA;0;10,19;33,55
"33";1,2;3,36;0,63;0,38;1,11;1,37;189,94;85,21;55,86;30,92;0,64;1,8;2,8;72,31;64,24;9,9;2,54;18947,34;32,46;37,1;89,48;1,31;3,22;0,59;0,24;1,15;1,55;164,07;81,82;68,76;36,24;0,59;1,45;2,45;87,32;59,18;11,51;3,05;12944,59;13,06;27,23;62,33;1,26;3,16;0,46;0,41;1,17;1,52;133,24;58,52;37,96;27,13;0,6;1,51;2,51;92,7;60,09;12,18;3,76;14362,61;29,64;23,52;64,2
"34";0,07;4,96;0,08;0,09;0,54;0,83;398,35;172,05;385,85;112,99;0,99;66,3;67,3;29,64;98,51;4,27;0,08;NA;0;22,57;69,63;-1,32;-1337,43;-1,24;0,1;0,59;0,83;339,57;163,48;333,25;80,67;1;1008,99;1009,99;30,51;99,9;2,88;0,01;NA;0;21,02;63,42;-7,41;101,38;-6,63;0,1;0,6;0,82;325,97;170,31;344,57;76,12;1,07;-14,69;-13,69;31,82;107,31;-2,12;-0,59;NA;0;24,87;73,13
"35";7,73;17,2;3,12;0,28;1,1;1,97;147,01;59,99;72,77;64,25;0,55;1,23;2,23;70,88;55,08;14,69;127,98;6900,91;0;25,51;94,41;4,65;12,38;2,16;0,04;0,91;1,68;168,85;86,22;99,02;76,13;0,62;1,66;2,66;53,64;62,46;7,86;NA;NA;0;16,05;60,67;23,2;37,61;8,71;1,77;3,02;4,06;136,62;40,77;32,73;34,34;0,38;0,62;1,62;90,58;38,32;61,34;72,27;NA;10,39;18,01;46,57
"36";42,12;88,94;16,19;0,22;0,62;0,62;139,91;28,16;49,25;0,11;0,53;1,11;2,11;163,76;52,65;90,47;0,69;14004,91;15,01;46,76;68,57;21,71;34,52;9,83;0,47;1,07;1,07;164,77;34,52;44,18;0,11;37,12;59,02;1,59;133,9;37,12;74,38;1,02;NA;8,16;36,03;54,74;10,67;17,78;NA;0,35;1,38;1,38;212,44;81,01;39,02;0,11;40,01;66,68;1,67;97,44;40,01;38,62;1,25;NA;18,88;35,86;57,03
"37";12,91;28,91;2,01;0,84;1,19;1,71;56,58;5,74;16,42;8,74;0,55;1,24;2,24;158,25;55,35;39,45;1,32;12782,62;10,86;22,59;84,27;16,38;32,62;2,72;0,69;1;1,44;60,39;6,34;17,3;9,03;0,5;0,99;1,99;155,58;49,79;54,58;1,2;NA;10,54;16,49;57,03;10,72;19,64;1,59;0,66;0,95;1,27;54,03;5,84;20,18;6,52;0,45;0,83;1,83;178,62;45,45;45,95;1,11;NA;0;17,79;61,15
"38";2,44;46,92;1,29;0,3;0,85;0,85;191,7;92,66;170,01;0,03;0,95;18,21;19,21;2,44;94,79;10,01;0,43;NA;0;0;0;11,41;70,91;9,17;0,49;1,06;1,06;292,56;132,87;235,09;0,03;0,84;5,21;6,21;11,41;83,9;22,68;1,15;NA;0;0;0;10,14;32,13;8,2;0,87;1,29;1,32;294,26;83,79;196,96;6,46;0,68;2,17;3,17;12,36;68,43;26,87;3,04;NA;0;1,8;9,01
"39";5,55;9,1;2,56;1,09;1,44;2,9;168,13;11,4;37,8;56,2;0,39;0,64;1,64;37,09;39,07;41,73;2,37;28988;0;14,57;63,81;12,22;20,32;7,17;0,23;0,54;1,54;213,53;25,52;81,32;81,4;0,4;0,66;1,66;25,95;39,84;33,49;1,56;NA;0;5,62;32,4;0,55;2,92;0,84;0,02;1,49;1,73;552,29;200,26;135,72;32,07;0,54;2,86;5,28;5,6;54,12;7,03;0,85;NA;27,33;5,42;37,94
"40";-1,08;-1,21;-0,37;18,12;23,53;23,53;119,95;28,41;5,26;NA;0,04;0,05;1,12;7,33;11,02;-25,42;NA;619;0;2,89;75,44;7,13;16,6;6,24;0,6;0,8;0,8;318,17;36,08;179,42;NA;0,57;1,33;2,33;10,67;57,02;26,13;0,79;NA;0;3,09;13,98;15,24;19,33;7,8;1,35;2,01;2,01;186,4;25,58;39,04;NA;0,21;0,27;1,27;20,47;21,17;180,48;1,37;NA;0;2,68;10,21
"41";13,56;31,87;23,58;0,66;0,87;0,88;632,9;75,01;358,78;2,86;0,57;1,35;2,35;18,33;57,45;30,39;0,86;27988,2;0;8,29;18,01;45,43;96,05;40,47;0,16;0,48;0,54;324,22;54,24;168,01;9,58;0,53;1,11;2,11;53,22;52,7;94,66;0,66;NA;0;5,01;7,77;36,36;96,19;45,16;0,58;0,67;0,68;452,09;25,97;277,24;2,17;0,62;1,65;2,65;42,23;62,2;62,36;0,66;NA;0;5,21;7,63
"42";29,23;74,4;6,6;0,08;0,73;1,74;82,14;30,1;46,65;47,77;0,61;1,55;2,55;29,23;60,71;48,14;NA;NA;0;0;0;9,06;53,14;3,3;-0,48;0,13;0,94;132,73;36,62;60,44;49,08;0,83;4,86;5,86;11,42;82,95;14,43;0,95;NA;0;0,86;11,72;1,9;28,36;0,51;0,07;0,31;0,96;97,69;16,74;43,81;44,57;0,93;13,96;14,96;10,59;93,31;13,69;0,88;NA;25,63;2,33;31,46
"43";5,73;33,97;1,97;0,48;0,98;1,07;125,35;45,28;57,71;7,84;0,83;4,93;5,93;12,28;83,13;11,38;1,23;3242,33;26,49;2,26;33,56;6,47;22,58;2,01;0,31;2,32;2,69;113,08;66,66;33,15;12,14;0,71;2,49;3,49;21,52;71,33;20,86;2,67;NA;0;4,67;38,88;5,03;34,46;3,65;1,08;1,18;1,25;264,43;17,96;149,11;13,82;0,85;5,85;6,85;17,47;85,41;10,76;2,28;NA;13,21;9,04;48,1
"44";4,16;173,99;2,44;0,02;1,03;1,03;213,76;207,29;205,27;NA;0,98;40,81;41,81;13,86;97,61;4,26;NA;11568;0;5,7;67,86;2,35;49,3;2,24;0;1,06;1,06;346,68;342,01;283,46;NA;0,95;20;21;12,71;95,24;2,47;NA;NA;11,9;9,87;68,23;1,78;49,55;1,75;0,08;0,96;1,02;356,91;299,6;326,52;20,12;0,96;26,83;27,83;5,89;96,41;1,92;2;NA;3,72;4,03;53,19
"45";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-53,35;-82,14;-10,85;2,07;3,48;3,48;74,03;29,56;21,04;NA;35,05;53,97;1,54;-53,35;35,05;-152,21;NA;NA;0;0;0;38,87;47,13;9,64;5,64;5,7;5,7;90,3;0,98;15,66;NA;17,53;21,26;1,21;38,87;17,53;221,71;NA;NA;0;0;0
"46";1,69;66,04;0,6;0,03;0,55;0,98;130,01;62,75;65,71;52,39;0,97;38,09;39,09;16,22;97,44;3,2;0,77;14067,2;42,23;5,19;59,43;1,79;37,44;0,51;0,02;0,4;0,88;103,81;34,35;36,04;42,14;0,95;19,9;20,9;31,97;95,22;5,68;0,52;NA;51,59;6,13;52,85;0,62;18,24;0,36;0,01;0,21;0,63;211,99;30,1;78,27;63,65;0,97;28,19;29,19;25,8;96,57;5,74;0,52;NA;55,61;10,39;52,6
"47";43,55;48,79;14,55;7,21;11,76;18,09;121,57;30,08;6,62;42,5;0,11;0,12;1,12;141,81;10,72;414,47;318,85;19343,89;0;32,82;60,97;49,42;62,1;19,89;2,88;4,17;5,54;146,49;30,66;23,64;32,26;0,2;0,26;1,26;132,1;20,41;246,58;8,36;NA;0;24,37;40,42;38,45;52,37;14,08;1;2,04;4,36;133,31;28,74;27,55;63,9;0,27;0,36;1,36;147,7;26,58;160,51;9,29;NA;0;29,36;49,17
"48";-0,35;2,76;-3,59;0,13;0,14;0,89;3725,68;NA;4150,05;3149,58;1,13;-8,88;-7,88;-0,35;112,69;-0,31;NA;NA;0;0;0;28,02;197,9;NA;0,09;0,09;1,17;644,51;NA;546,73;589,01;0,86;6,06;7,06;28,02;85,84;32,64;NA;NA;0;0;0;27,87;71,7;NA;0,43;0,43;1,64;677,36;NA;409,19;495,19;0,61;1,57;2,57;27,87;61,14;45,58;NA;NA;0;0;0
"49";-48,43;-83,13;-81,7;0,25;1,68;2,23;614,12;308,42;237,19;132,43;0,42;0,72;1,72;-32,17;41,75;-78,7;4,76;2624,64;0;27,43;544,99;-17,5;-94,17;-32,1;0,3;0,99;1,39;667,76;237,28;416,6;169,37;0,81;4,38;5,38;-0,41;81,36;-18,71;3,01;10246,85;0;22,26;-144,44;8,31;44,81;9,88;0,28;1,09;1,28;432,89;240,84;311,89;59,77;0,81;4,39;5,39;17,61;81,45;11,85;3,96;NA;0;7,86;25,93
"50";0,65;2,63;2,34;0,18;0,27;0,47;1315,2;58,5;612,69;126,82;0,75;3,06;4,06;1,38;75,38;8,94;0,66;76797;28,17;2,65;7,19;-4,5;-20,37;-15,23;0,42;0,45;0,45;1232,24;19,77;602,8;NA;0,78;3,53;4,53;-3,72;77,92;2,86;0,63;NA;28,39;1,95;7,57;3,31;12,43;1,81;0,31;0,5;0,5;199,67;18,22;88,31;NA;0,72;2,72;3,76;4,15;72,46;10,96;0,68;NA;27,68;0,36;5,07
"51";0,6;2,24;0,24;0,95;1,04;1,04;146,35;9,54;105,84;NA;0,73;2,72;3,72;45,68;73,13;2,79;1,14;NA;0;18,12;91,51;27,13;47,51;6,96;2,03;2,32;2,32;93,32;11,64;39,59;NA;0,43;0,75;1,75;72,93;42,89;63,25;NA;NA;0;8,39;39,66;13,78;16,29;2,31;5,48;6,08;6,08;60,92;5,88;9,83;NA;0,15;0,18;1,18;85,27;15,39;89,54;NA;NA;0;9,09;58,19
"52";13,66;20,13;13,87;1,39;1,79;1,9;369,63;26,61;41,67;7,88;0,29;0,43;1,47;30,87;32,17;67,52;1,06;24387,88;7,05;17,48;41,57;4,73;6,77;6,04;1,31;1,68;1,99;464,88;35,16;93,09;28,77;0,3;0,43;1,43;24,3;30,09;37,34;1,18;NA;0;24,99;49,7;4,24;5,7;5,49;1,87;2,5;2,78;471,13;46,99;74,93;20,94;0,26;0,34;1,34;26,39;25,51;30,75;1,36;NA;0;28,67;68,53
"53";17,47;58,78;4,13;0,16;1,42;1,42;86,15;75,42;59,88;0;0,7;2,36;3,36;17,47;70,28;24,86;NA;NA;0;0;0;24,36;53,25;4,51;0,62;1,8;1,8;67,45;42,43;36,15;NA;0,54;1,19;2,19;40,56;54,25;45,84;18,01;NA;0;3;32,19;-14,91;-32,76;-3,68;0,9;1,82;1,82;89,73;44,28;48,13;NA;0,54;1,2;2,2;17,55;54,47;-23,67;34,11;NA;0;8;120,36
"54";21,86;60,07;9,98;1,64;2,31;2,37;166,17;19,16;28,55;1,58;0,64;1,75;2,75;60,89;63,61;43,85;1,4;22093;0;17,82;51,64;3,46;12,67;2;0,45;2,02;2,25;210,75;45,97;26,87;6,71;0,73;2,66;3,66;25,43;72,69;20,44;1,26;NA;38,64;12,72;52,96;4,61;14,5;2,27;1,03;2,63;3,13;178,96;28,55;17,94;9,02;0,68;2,15;3,15;25,49;68,22;28,21;1,32;NA;39,57;10,27;46,98
