"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"34";-2,6;-35,91;-4,24;0,37;0,4;0,47;595,45;10,08;432,03;34,21;0,93;12,83;13,83;1,67;92,77;25,39;0,4;31128,5;0;6,95;21,14;-6,65;-997,64;-10,71;0,18;0,23;0,3;586,13;27,7;470,24;32,49;0,99;149,01;150,01;-2,17;99,33;25,72;0,16;31571;6,68;7,22;21,66;1,04;62,65;1,33;0,19;0,29;0,35;465,36;41,31;442,17;25,94;98,34;5934,94;60,35;5,73;98,34;36,81;0,07;NA;0;4,09;9,06
"35";1,75;22,2;19,74;0,05;2,59;2,59;2877,59;3557,83;1402,21;NA;0,92;11,69;12,69;1,75;92,12;3,56;6,11;NA;0;0;0;0,6;7,75;NA;1,49;1,83;1,83;NA;NA;NA;NA;0,92;11,88;12,88;0,6;92,23;4,63;2,21;NA;0;NA;0;-10,25;388,97;-952,08;1,3;1,55;1,55;33823,91;4225,34;17155,74;NA;1,03;-38,96;-37,96;-10,25;102,63;-3,94;2,37;NA;0;0;0
"36";0,14;0,2;0,28;0,49;0,66;3,2;708,63;21,21;128,52;330,45;0,26;0,36;1,38;21,82;27,57;21,22;1,95;5788,33;0;42,09;164,12;-8,37;-13,5;-19,84;0,16;0,29;2,11;863,17;31,47;246,09;454,48;0,37;0,6;1,61;14,16;38,05;-8,89;1,79;2829,26;0;53,41;331;-52,04;-302,41;-76,23;0,62;0,75;1,22;533,2;32,21;242,5;114,25;0,82;4,76;5,81;-17,06;81,94;-41,63;1,15;NA;24,09;32,14;-193,71
"37";4,01;4,77;7,11;3,09;4,37;8,77;647,62;43,61;34,04;151,81;0,11;0,14;1,19;22,45;16;98,56;1,69;15994;0;32,73;83,1;1,4;1,64;2,48;3,08;4,27;9,7;642,22;32,91;27,7;152,53;0,11;0,13;1,17;20,94;14,4;90,38;1,59;13592,7;0;34,47;101,95;0,1;0,13;0,22;1,82;2,96;8,3;762,87;45,83;40,03;213,94;0,14;0,16;1,2;19,76;13,69;61,33;1,64;10313,64;0;29,85;78,65
"38";0,79;4,67;1,68;0;0,08;0,33;781,79;30,93;247,56;103,36;0,83;4,94;5,94;2,35;83,16;6,47;0,35;11781,3;20,21;3,36;32,04;1,2;6,17;4,5;0,01;0,13;0,22;1360,7;89,92;728,63;64,35;0,81;4,13;5,13;2,91;80,51;10,64;0,36;-63740,25;0;6,37;-7,11;1,97;8,43;10,3;0,04;0,04;0,23;1904,45;NA;1169,34;221,69;76,65;328,31;4,28;3,81;76,65;42,74;0,44;NA;0;7,14;-2,28
"39";0,47;0,54;6,24;0,24;3,02;6,39;4841,21;390,59;25,71;480,35;0,1;0,12;1,15;5,27;12,81;59,48;1,16;-11334,33;2,41;63,65;-64,66;-2,62;-2,95;-46,75;0,1;4,68;12,22;6494,98;444,88;56,69;743,32;0,09;0,1;1,12;5,56;11,09;36,26;1,18;-14353,89;0,63;145,93;-82,89;1,3;1,39;29,44;0,35;1,44;4,22;8264,99;527,57;245,11;1345,56;0,07;0,07;1,07;10,87;6,98;103,14;1,25;NA;2,93;217,39;-185,98
"40";0,63;0,63;1,49;655,83;655,83;655,83;864,31;NA;1,3;NA;0;0;1;0,63;0,15;413,04;NA;NA;0;0;0;13,17;14,6;24,97;15,85;15,85;15,85;690,27;NA;43,08;NA;0,07;0,07;1,11;23,86;9,81;195,22;NA;5515;0;20,28;37,91;8,4;9,14;19,46;12,42;12,47;12,47;843,53;2,84;66,92;NA;0,08;0,09;1,09;28,08;8,14;103,2;NA;NA;0;45,61;63,83
"41";-2,27;-3,67;-30,03;0,33;0,72;1,11;4835,96;683,59;1755,92;690,57;0,38;0,62;1,62;10,37;38,25;29,11;1,06;-7042,2;0;167,38;-110,68;-5,39;-9,99;-100,77;0,24;0,79;1,17;6810,32;1649,93;3007,38;1167,57;0,46;0,85;1,85;5,86;46,07;21,11;1,15;-9826,5;0;210,33;-91,86;-3,24;-6,37;-44,6;0,18;0,67;1,13;5010,85;1196,69;2421,86;1091,44;0,49;0,97;1,97;8,47;49,13;24,32;1,13;NA;0;161,24;-82,41
"42";12,92;16,89;21,07;0,93;2,36;2,8;595,2;95,11;44,84;29,14;0,22;0,29;1,31;24,38;23,49;72,25;1,23;28314,56;3,63;18,69;43,96;10,35;15,24;20,96;0,63;1,82;2,43;737;73,14;36,77;38,14;0,31;0,46;1,47;21,16;32,08;42,76;1,13;24024,86;19,78;21,88;54,26;6,24;8,52;12,48;0,29;1,69;3;728,17;60,75;19,13;56,63;0,26;0,35;1,37;17,82;25,78;36,69;1,13;9878,26;16,19;16,49;37,97
"43";2,92;10,14;14,2;0,68;1,06;1,06;1777,18;474,62;1248,66;NA;0,71;2,48;3,48;2,92;71,24;4,09;1,17;NA;0;0;0;-4,04;-14,28;-19,62;0,88;1,08;1,08;1768,84;256,73;1254,64;NA;0,72;2,54;3,54;-4,04;71,72;2,18;1,27;NA;0;0;0;-30,85;-49,05;-23,42;0,47;2,69;2,69;276,39;225,54;101,44;NA;0,37;0,59;1,59;-30,85;37,11;-48,48;NA;NA;0;0;0
"44";22,92;58,47;8,9;0,47;0,81;0,91;141,81;28,35;61,61;9,11;0,61;1,55;2,55;37,42;60,81;50,15;0,9;26275;15,6;5,64;24,78;35,09;64,89;10,8;0,17;1;1,1;112,05;40,69;49,25;5,23;0,46;0,85;1,85;52,02;45,92;108,04;1,11;31078;0;5,21;20,95;22,23;33,95;11,28;0,35;0,98;1,19;184,76;37,73;60,18;12,77;0,35;0,53;1,53;41,27;34,52;104,17;1,09;NA;0;9,66;31,39
"45";-32,82;-41;-97,58;0,45;0,84;0,84;517,33;74,66;191,84;NA;0,2;0,25;1,25;19,57;19,95;-114,93;0,94;1337;0;155,77;173,6;-102,94;-457,55;-65,91;0,04;0,04;0,04;233,08;0,08;176,21;NA;0,78;3,44;4,44;90,84;77,5;-84,89;0,25;3776;0;124,08;145,07;39,7;66,26;NA;0,62;1,16;1,16;183,81;38,08;70,5;0;0,4;0,67;1,67;131,36;40,08;182,19;1,16;NA;0;34,17;36,63
"46";-6,51;-7,76;-9,57;5,83;5,83;5,83;536,73;NA;85,22;NA;0,16;0,19;1,19;-6,51;16,1;-40,43;NA;NA;0;0;0;22,16;22,17;46,36;2021,75;2021,75;2021,75;761,62;NA;NA;NA;0;0;1;22,16;0,05;44800;NA;NA;0,05;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"47";0,48;0,48;NA;1,45;42,65;59,72;NA;NA;NA;NA;0,01;0,01;1,01;0,48;0,88;2223,38;2,08;NA;0;NA;0;0,87;1,58;18,96;0,03;1,62;1,87;7922,05;1745,31;3513,56;906,34;0,45;0,81;1,81;2,28;44,84;21,38;3,43;-90385;0;30,6;-3,14;1,37;3,06;NA;0,05;1,64;1,45;130806,88;19121,97;71298,71;-13146,07;0,55;1,23;2,23;5,05;55,11;13,93;2,24;6933;0;973,74;-8,52
"48";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,14;87,33;20,32;0,67;1,34;1,34;223,13;92,15;136,92;NA;0,62;1,63;2,63;34,57;62,05;63,33;2,27;NA;0;0,65;2,07
"49";1,62;2,71;10,53;0,02;0,96;1,4;2368,62;535,12;133,6;251,91;0,3;0,5;1,67;17,39;40,06;48,7;0,95;1365,94;19,79;102,35;720,19;0,34;0,6;2,69;0,01;0,91;1,36;2896,04;710,17;203,2;358,96;0,34;0,61;1,78;16,32;43,67;32,56;0,97;186,09;22,85;127,12;5211,18;0,09;0,15;0,36;0,01;0,75;1,39;1515,64;232,43;124,52;210,59;0,29;0,48;1,67;20,45;29,01;46,57;0,92;6976,56;15,48;59,41;292,29
"50";14,05;85,5;7,4;0,15;0,45;1,2;192,26;46,87;158,46;120,74;0,84;5,08;6,08;14,05;83,56;16,82;NA;-10179;0;0;0;12,38;82,72;7,29;0,29;0,52;1,18;214,27;41,92;180,19;119,47;0,85;5,68;6,68;12,38;85,03;14,56;NA;-17577;0;0;0;6,44;77,5;9,45;0,07;0,24;1,09;534,04;82,02;484,26;410,44;0,92;11,03;12,03;6,44;91,69;7,03;NA;NA;0;0;0
"51";1,38;11,45;1,04;0,17;0,34;0,43;274,83;31,71;185,5;17,45;0,88;7,3;8,3;16,34;87,95;36,49;0,44;31023;0;11,26;30,89;1,81;14,65;1,24;0,69;0,86;0,88;249,43;27,95;137,2;4,22;0,88;7,08;8,08;16,84;87,63;29,06;0,8;33146;31;10,3;33,16;4,55;29,14;2,39;0,09;0,44;0,46;191,05;50,17;123,98;2,38;0,84;5,4;6,4;19,02;84,38;33,21;0,36;NA;17,94;7,59;40,57
"52";1,43;2,52;30,41;0,41;0,46;0,69;7785,87;132,93;3111,44;736,64;0,43;0,77;1,77;12,41;43,39;67,81;0,83;-28966,5;0;234,36;-26,02;1,39;2,27;8,69;0,96;1,29;2,9;2277,59;98,85;302,58;494,13;0,39;0,63;1,63;19,21;38,82;75,22;1,43;-20437,5;0;111,48;-56,62;3,62;5,3;18,56;4,93;5,2;6,94;1864,39;38,78;146,99;255,57;0,32;0,46;1,46;20,44;31,65;94,74;2,06;NA;0;86,13;-36,78
"53";4,93;7,89;9,19;0,59;0,88;0,95;680,11;47,94;42,83;11,34;0,25;0,39;1,6;20,98;37,52;40,31;0,82;6994,5;18,07;29,9;79,96;-1,69;-2,99;-4,09;0,49;0,61;0,84;881,06;33,25;156,36;69,56;0,33;0,59;1,77;16,14;43,64;-3,14;0,78;5174,25;15,13;43,16;129,29;-19,43;-40,87;NA;0,19;0,35;0,39;1179,69;78,4;388,84;18,12;0,43;0,91;2,1;-1,19;43,17;-39,75;0,57;NA;9,63;40,55;-228,91
"54";1,2;4,05;2,35;0;0,24;0,45;712,33;102,98;426,89;86,84;0,7;2,36;3,36;37,29;70,26;21,04;0,51;654,81;0;70,42;1297,74;6,14;16,73;10,52;0,01;0,29;0,45;623,5;97,41;338,99;52,94;0,63;1,73;2,73;44,49;63,31;31,95;0,55;2275,75;0;65,7;386,27;1,47;3,64;2,8;0,01;0,23;0,5;693,01;84,73;378,12;101,88;0,6;1,48;2,48;40,94;59,62;24,14;0,59;NA;0;54,01;303,93
