"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"22";1,38;9,81;1,39;0,69;2,24;3,64;367,22;105,54;67,76;96,03;0,86;6,1;7,11;22,74;85,94;4,72;0,44;11388,09;0;21,55;78,82;0,62;4,1;0,49;0,54;2,56;4,35;288,15;91,35;45,18;82,02;0,85;5,65;6,65;23,35;84,97;3,07;0,49;NA;0;17,99;87,04;0,33;2,22;0,3;0,06;0,53;0,83;334,36;130,87;280,59;85,48;0,85;5,74;6,74;20,67;85,17;3,29;0,5;NA;0;18,63;81,37
"23";8,12;166,38;6,82;0,11;0,79;0,79;305,48;186,79;245,18;0;0,95;19,38;20,48;48,35;95,12;16,97;0,21;NA;10,45;33,76;68,49;4,67;71,72;4,43;0,07;0,76;0,8;345,64;202,46;293,05;10,65;0,93;14,37;15,37;16,72;93,49;19,79;0,42;NA;0,58;11,44;36,2;1,01;9,26;1,07;0,01;0,31;0,51;387,01;86,82;284,06;56,68;0,89;8,2;9,2;15,31;89,13;15,49;0,42;NA;0;15,17;49,88
"24";27,58;51,21;10,54;-0,33;2,33;2,33;139,13;145,16;53,15;0,19;0,46;0,86;1,86;148,88;46,14;69,14;7,17;NA;1,01;46,36;75,34;37,94;64,11;18;0,16;2,63;2,64;172,73;154,58;44,99;0,46;0,41;0,69;1,69;125,53;40,82;97,34;17,74;NA;10,26;41,56;62,74;5,84;10,39;3,08;0,01;2,22;2,22;192,47;161,5;57,21;0,42;0,44;0,78;1,78;110,44;43,75;25,08;3,95;19303,88;8,33;55,16;87,73
"25";-27,15;-93,85;-10,46;1,06;1,58;1,58;140,22;35,45;63,39;0;0,71;2,46;3,46;54,85;71,07;-17,18;2,13;NA;2,76;31,59;118,38;33,88;61,14;16,45;2,05;2,31;2,31;176,71;18,8;67,66;NA;0,45;0,8;1,8;97,72;44,59;100,91;10,25;NA;2,06;30,99;48,95;3,1;8,61;1,8;1,21;1,63;1,63;212,04;53,61;51,73;0;0,64;1,77;2,77;58,63;63,96;9,96;NA;6561,75;36,65;32,26;86,58
"26";13,62;23,91;0,98;17,27;17,27;17,27;26,16;NA;1,26;NA;0,05;0,09;1,76;32,1;43,03;303,72;3,08;NA;0;1,33;32,36;4,96;5,17;0,6;13,03;18,95;18,95;44,04;10,21;1,72;0;0,04;0,04;1,04;29,23;4,06;160,65;4,11;NA;0;2,94;64,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"27";2,72;62,48;2,44;0,07;0,93;1;326,67;242,8;278,91;20,34;0,94;21,68;22,95;7,31;95,64;5,91;1,18;NA;7,35;4,12;71,24;1,12;11,99;0,39;0,33;1,01;1,09;125,33;66,44;94,42;7,82;0,91;9,72;10,72;11,81;90,67;4,79;1,33;NA;11,33;3,68;57,55;1,05;6,75;0,75;0,41;1,11;1,18;263,09;131,94;178,24;13,78;0,84;5,44;6,44;18,29;84,48;4,42;1,85;29682,28;13,67;12,43;65,43
"28";1,32;10,18;0,5;0,2;1,01;1,01;138,9;96,2;113,78;0;0,87;6,71;7,71;8,67;87,04;5,71;1,25;25083,5;3,94;2,8;55,76;6,11;35,64;2,41;0,32;1,16;1,16;143,92;80,49;95,76;NA;0,83;4,84;5,84;15,85;82,87;13,25;1,63;NA;0;3,85;43,56;2,65;17,06;2,21;0,12;1,04;1,04;304,06;211,55;230,47;NA;0,84;5,44;6,44;12,94;84,47;7,81;1,24;15980,14;0;8,57;55,16
"29";1,47;77,19;0,56;0,34;0,92;0,92;139,34;77,73;135,17;0,17;0,98;51,35;52,35;2,64;98,09;2,61;0,2;17422;0;0,44;27,68;0,82;25,91;0,41;0,23;0,86;0,87;180,92;108,93;173,24;0,96;0,97;30,54;31,54;2,61;96,83;2,63;0,2;8286,5;0;0,89;36,38;-3,94;1573,59;-3,8;0,25;0,75;0,76;352,56;173,77;348,56;1,43;1;-400,78;-399,78;-1,3;100,25;-3,93;-0,01;NA;0;2,55;-184,31
"30";2,63;13,41;0,67;0,14;0,76;0,8;92,62;41,65;45,06;2,83;0,8;4,1;5,1;48,05;80,41;11,42;0,63;NA;25,13;11,56;77,8;2,52;11,18;0,94;0,04;0,78;0,84;135,57;71,08;46,13;5,6;0,77;3,43;4,43;46,88;77,42;13,04;0,71;NA;37,35;16,52;76,38;2,51;8,96;0,87;0,05;0,81;0,91;126,3;53,75;43,01;6,57;0,62;2,22;3,58;55,89;72,03;16,61;0,69;12170,5;22,07;18,47;75,02
"31";1,43;6,29;0,83;0,91;0,99;0,99;211,19;10,78;138,74;0;0,77;3,4;4,4;26,37;77,29;19,12;0,68;15586;0;14,47;56,41;0,48;2,06;NA;0,73;0,85;0,92;NA;NA;NA;NA;0,77;3,28;4,28;0,48;76,62;0,63;0,72;0;0;NA;NA;1,63;7,98;1,92;0,77;0,93;0,99;429,19;53,17;330,59;17,93;0,8;3,89;4,89;11,33;79,55;8,28;0,92;5848,25;0;11,41;54,03
"32";1,3;8,52;0,63;0,03;0,9;1,02;177,13;85,78;102,89;13,88;0,85;5,55;6,55;17,31;84,73;8,2;0,98;NA;16,59;7,79;61,68;0,78;4,39;0,85;0,01;0,6;1;398,05;131,47;232,15;108,17;0,82;4,64;5,64;15,16;82,28;6,82;0,93;NA;14,76;15,73;112,49;0,04;0,18;0,06;0,02;0,46;1,35;579,62;110,3;270,23;277,88;0,78;3,59;4,59;10,6;78,23;6,18;1,62;18469;7,58;16,77;65,1
"33";6,54;22,97;2,75;0,83;1,41;1,45;153,19;60,64;103,9;3,28;0,71;2,49;3,51;41,79;71,54;9,23;NA;NA;0;14,84;72,59;10,05;23,85;4,41;0,61;1,95;1,95;159,62;108,11;80,89;NA;0,57;1,36;2,37;54,99;57,88;17,6;NA;NA;0;19,71;69,64;13,2;25,35;5,33;1,72;1,85;1,86;147,37;7,8;59,51;0,75;0,47;0,91;1,92;62,72;47,94;29;2,35;7609;0;19,99;70,3
"34";9,19;26,78;2,29;0,04;1,19;1,26;90,87;65,56;59,01;4,54;0,66;1,91;2,91;14,82;65,69;13,98;NA;19104;0;1,41;31,59;30,6;87,34;3,58;0,63;1,53;1,54;42,58;23,85;27,23;0,36;0,65;1,85;2,85;35,91;64,96;47,11;NA;64715;0;0,62;10,17;24,18;43,02;9,65;0,66;1,38;1,39;145,66;42,54;62,45;0,74;0,44;0,78;1,78;28,85;43,8;59,04;1,46;49723;0;1,87;12,75
"35";0,29;1,26;0,1;0,08;0,77;0,77;121,15;88,01;127,68;0;1,11;4,77;4,29;117,86;76,68;0,26;1,57;8719,6;0;39,13;93,63;-1,32;-4,75;-0,37;0,38;1,22;1,22;100,69;55,05;65,62;NA;0,72;2,6;3,59;166,55;72,18;1,54;1,73;12672,25;0;46,44;92,07;-2,31;-8,7;-0,55;0,05;1,12;1,12;87,65;65,99;58,84;NA;0,78;2,95;3,77;146,18;73,49;-2,95;1,65;10671,63;2,97;35,66;93,34
"36";-14,84;46,59;-10,05;0,05;1,02;1,02;246,47;214,6;183,65;0;1,32;-4,14;-3,14;36,65;131,86;-2,1;-1,68;NA;34,34;34,86;91,94;-22,21;-189,17;-7,86;0,03;0,94;0,94;128,82;98,97;107,94;NA;0,88;7,52;8,52;43,93;88,26;-13,39;0,66;NA;0;23,41;63,82;-84,12;278,24;-9,56;0,25;0,42;0,42;41,49;7,84;45,97;NA;1,3;-4,31;-3,31;132,56;130,23;-39,39;-0,25;5764,29;0;24,63;112,51
"37";0,04;8,03;0,11;0;0,98;0,98;900,4;863,6;884,9;0,09;0,99;184,92;185,92;1,62;99,46;0,09;2,6;NA;0;3,9;88,86;-217,99;111,61;-37,02;0,24;0,31;0,31;61,81;13,71;179,03;0;2,95;-1,51;-0,51;-152,92;295,32;-73,12;-27,74;NA;0;11,05;-41,42;-25,06;32,11;-16,34;0,02;0,55;0,55;237,97;224,16;416,92;NA;1,78;-2,28;-1,28;-7,51;178,04;-13,83;-53,21;-1570,26;0;11,45;-325,49
"38";7,52;44,02;2,37;0,46;1,16;1,16;114,92;52,86;76,12;0,02;0,74;4,33;5,86;24,66;82,92;12,48;1,1;NA;0;5,41;62,7;9,27;38,15;5,58;0,6;0,97;1,16;218,98;35,42;94,26;18,32;0,69;2,84;4,12;22,33;75,7;20,54;0,87;NA;0;7,86;33,99;-22,72;240,97;-12,02;0,01;0,82;0,83;193,02;142,49;150,32;1,78;1,06;-11,28;-10,6;-11,3;109,43;-18,25;-0,11;-141;12,72;6,04;-6373,76
"39";-0,85;-0,85;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;-0,85;0;NA;NA;NA;0;NA;NA;16,18;18,4;14,77;2,44;9;9;332,27;36,52;35,87;0;0,12;0,14;1,14;87,06;12,05;134,29;NA;NA;0;64,7;75,17;-0,29;-0,48;-0,37;0,99;3,05;3,05;456,71;118,99;145,91;NA;0,39;0,63;1,63;45,72;38,67;-0,76;NA;3097,5;0;57,57;91,57
"40";-62,4;-554,47;-25,4;0,01;2,08;2,08;148,18;132,7;64;0;0,89;7,89;8,89;36,53;88,75;-61;1,66;NA;0;40,27;185,4;29,48;91,2;23,95;0,02;1,78;1,78;295,78;261,89;148,43;NA;0,68;2,09;3,09;38,57;67,68;46,98;4,12;NA;0;7,39;20,83;21,94;39,36;11,29;0,07;2,56;2,56;187,91;169,19;68,13;NA;0,44;0,79;1,79;35,7;44,27;55,36;10,54;NA;0;7,09;29,93
"41";-1,73;-15,97;-1,89;0,24;1,13;1,36;397,19;219,96;246,15;58,19;0,89;8,17;9,22;34,06;89,15;0,91;5,31;NA;0;39,05;155,01;-6,67;-659,68;-4,71;0,1;0,73;0,99;256,96;124,19;196,17;50,22;0,99;97,59;98,97;27,73;98,99;-3,2;0,36;NA;0;24,28;94,33;-6,06;121,68;-3,21;0,28;0,71;0,96;193,15;62;145,3;37,26;1,05;-21,07;-20,07;47,88;104,98;-1,5;0,12;10777,18;0;28,54;100,48
"42";62,33;97,78;24,14;2,01;2,22;2,22;140,96;10,64;50,53;0;0,36;0,57;1,57;64,09;36,25;186,06;3,32;NA;0;0,68;2,08;4,38;4,52;1,42;13,2;21,4;21,4;118;29,08;3,55;NA;0,03;0,03;1,03;6,81;3,06;143,17;2,81;NA;0;0,79;27,01;4,4;4,41;2,12;160,55;166,77;166,77;176,02;4,03;0,65;NA;0;0;1;7,96;0,42;4091,06;2,68;41919;0;1,72;14,79
"43";-17,5;21,58;-8,4;0,1;0,29;0,36;174,77;19,4;99,63;6,67;1,81;-2,23;-1,23;-12,13;181,09;-9,66;-1,02;NA;0;2,58;-45,93;-13,65;12,31;-2,94;0,05;0,56;0,57;78,43;19,87;38,95;0,43;2,11;-1,9;-0,9;7,89;210,93;4,9;-1,56;NA;0;4,64;67,17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"44";18,34;41,49;28,26;0,41;1,81;1,81;560,88;428,4;306,67;0;0,56;1,26;2,26;18,34;55,8;32,87;NA;NA;0;0;0;8,51;69,63;3,91;0,96;1,09;1,09;167,4;19,21;144,94;0;0,88;7,18;8,18;18,14;87,78;9,7;3,33;NA;0;4,43;47,03;39,51;77,41;17,89;0,48;1,8;1,8;165,25;104,52;63,66;NA;0,49;0,96;1,96;57,03;48,96;81,64;4,47;52548,5;9,61;7,93;24,97
"45";0,04;0,05;0,25;7,52;8,48;9,07;2052,16;215,27;223,69;133,59;0,11;0,12;1,12;0,04;11,02;0,41;NA;NA;0;0;0;-1,43;-1,63;-7,05;7,13;7,88;8,43;1790,69;156,51;210,08;117,34;0,12;0,13;1,13;-1,43;11,86;-12,08;NA;NA;0;0;0;3,62;3,66;13,08;78,43;79,4;85,43;1318,66;14,75;15,22;93,1;0,01;0,01;1,01;3,62;1,17;309,38;NA;NA;0;0;0
"46";-13,97;-14,48;NA;8,06;46,57;46,57;NA;NA;NA;NA;0,04;0,04;1,04;-13,97;3,52;-396,88;NA;NA;0;NA;0;-3,29;-3,62;-0,19;13,08;13,11;13,11;21,41;0,05;1,61;NA;0,09;0,1;1,1;-3,29;8,97;-36,73;NA;NA;0;0;0;-25,58;-26,65;-6,73;53,2;53,56;53,56;96,06;0,63;1,77;NA;0,04;0,04;1,04;-25,58;4;-698,53;NA;NA;0;0;0
"47";26,36;73,01;7,16;0,46;1,13;1,13;98,8;43,29;65,19;NA;0,64;1,77;2,77;49,41;63,89;58,7;1,5;NA;0;6,26;35,07;-51,45;-1382,81;-55,18;0,25;0,41;0,41;390,43;61,63;390,29;NA;0,96;25,88;26,88;-35,14;96,28;-44,51;0,07;NA;0;17,49;-67,05;-3,36;270,13;-4,6;0,26;0,29;0,29;500,44;13,39;496,91;NA;1,01;-81,44;-80,45;8,71;101,24;1,51;-0,02;6121,3;0;16,55;86,48
"48";5,38;14,36;1,29;0,38;1,5;1,5;87,23;60,63;53,94;NA;0,63;1,67;2,67;30,37;62,53;77,55;NA;NA;0;5,99;31,77;8,62;25,6;2,61;0,16;1,49;1,49;110,15;96,01;72,27;0;0,66;1,97;2,97;28,33;66,34;12,99;NA;NA;0;5,97;55,46;6,78;18,61;2,21;1,06;1,55;1,55;118,9;37,04;74,53;0;0,64;1,74;2,74;24,21;63,55;10,67;NA;NA;0;5,68;59,5
"49";11,96;-43,33;7,56;0,22;0,78;0,78;229,95;54,27;235,62;0,16;1,28;-4,62;-3,62;72,23;127,6;10,81;-8,49;NA;19,87;38,07;-631,58;8,89;-35,14;3,7;0,15;0,79;0,79;151,52;39,05;166,28;0,06;1,25;-4,95;-3,95;76,43;125,3;10,8;-1,1;NA;0;28,11;75,05;5,01;-29,81;3,48;0,22;0,8;0,8;253,92;3,11;148,48;0,04;1,17;-6,95;-5,95;61,04;116,81;13,02;0,4;21485;26,64;38,98;77,09
"50";3,21;8,77;2,07;0,87;1,14;1,14;234,92;34,22;128,92;0;0,63;1,73;2,73;33,32;63,41;9,27;1,27;NA;7,11;19,43;74,05;6,97;23,77;10,03;0,14;0,39;0,39;523,89;58,74;240,6;0;0,71;2,41;3,41;29,17;70,66;9,87;0,66;NA;23,68;31,94;66,98;4,56;15,09;6,16;0,5;1,27;1,27;493,32;147,3;190,97;NA;0,7;2,31;3,31;16,32;69,77;11,2;0,76;8179,73;6,99;15,9;51,41
"51";5,63;97,79;1,47;0,23;0,82;0,82;94,7;51,46;87,69;0;0,94;16,36;17,36;32,66;94,24;15,16;0,27;NA;0;7,03;69,53;2,11;47,06;1,46;0,03;0,44;0,91;252,09;98,21;237,37;111,12;0,96;21,26;22,26;15,39;95,51;5,6;0,35;NA;0;9,19;48,48;4,3;42,02;1,36;0,46;0,88;1,1;115,71;30,38;62,47;16,99;0,9;8,76;9,76;33,54;89,76;13,05;0,37;11359,62;9,44;9,27;69,68
"52";5,54;12,53;4,3;0,41;1,15;1,6;282,87;123,71;166,99;76,97;0,55;1,23;2,26;19,63;54,51;25,62;10,31;NA;0;10,95;-239,89;7,68;31,65;4,98;1,01;1,27;1,31;236,05;47,17;177,9;6,61;0,76;3,12;4,12;14,33;75,73;11,9;87,46;NA;0;4,31;33,17;0,83;3,1;0,38;0,5;1,28;1,37;168,03;93,43;120,66;11,9;0,73;2,72;3,72;9,77;73,12;1,57;NA;55146;0;4,11;53,71
"53";5,62;69,94;2,21;0,95;1,09;1,09;143,3;10,94;130,12;0;0,92;11,45;12,45;8,16;91,97;6,11;NA;NA;0;1;27,63;6,84;66,92;2,08;0,02;0,93;0,95;110,74;88,19;94,66;2,09;0,9;8,78;9,78;21,66;89,78;9,24;0,7;NA;2,83;4,51;61,54;2,05;22,46;0,95;0,09;1,53;1,53;169,49;100,98;69,71;0;0,91;9,94;10,94;25;90,86;6,55;1,61;10955,53;16,73;10,66;67,4
"54";5,18;13,15;3,7;0,35;1,59;1,64;260,14;215,87;144,02;8,34;0,61;1,54;2,54;64,41;60,65;14,01;5,51;NA;0;42,34;81,28;7,6;14,86;4,57;2;2,13;2,24;218,99;41,88;91,18;10,2;0,49;0,95;1,95;84,68;48,84;24,69;11,11;NA;0;46,37;86,13;16,31;31,02;9,09;0,82;2;2,32;203,42;120,31;82,8;27,29;0,47;0,9;1,9;90,59;47,43;35,29;15,49;15687;0;41,4;76,76
