"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"11";2,39;53,9;0,64;0,17;0,52;1,01;98,06;22,51;75,53;37,76;0,96;21,56;22,56;30,79;95,57;5,13;1,03;NA;16,38;7,65;80,41;3,05;64,33;0,76;0,27;0,59;0,99;90,97;21,88;75,95;30,97;0,95;20,07;21,08;30,39;95,26;5,39;0,93;25176,33;8,78;6,81;78,09;16,55;89,96;3,19;0,15;0,51;1,06;70,19;17,67;52,71;31,25;0,82;4,43;5,44;52,31;81,6;23,08;1,36;30248,5;4,35;6,9;58,43
"12";29,41;-33,9;7,43;0,21;0,73;0,73;91,91;55,97;108,78;NA;1,87;-2,15;-1,15;59,64;186,77;17,59;-6,51;NA;0;7,63;50,76;40,94;41,18;8,15;NA;NA;NA;72,66;58,18;0;0;0,01;0,01;1,01;68,75;0,6;7520,19;9,55;14708,4;0;5,54;33,35;50,03;-73,29;7,13;0,27;0,48;0,48;51,91;9,79;85,39;0;1,68;-2,46;-1,46;137;168,27;35,95;-3,68;11461,8;0;12,4;49,15
"13";16,02;16,88;7,55;16,93;19,57;19,57;171,43;22,68;8,59;NA;0,05;0,05;1,05;16,02;5,06;316,41;NA;NA;0;0;0;8,1;8,64;3,79;13,3;15,91;15,91;170,98;27,59;10,54;NA;0,06;0,07;1,07;8,1;6,25;129,56;NA;NA;0;0;0;25,46;30,1;24,62;6,01;6,46;6,46;351,98;23,99;53,66;NA;0,15;0,18;1,18;25,46;15,41;165,17;NA;NA;0;0;0
"14";-8,75;64,43;-85,69;0,03;0,08;0,11;3565,09;63,29;1534,89;56,06;1,14;-8,36;-7,36;-4,04;113,58;-7,7;0,59;NA;0;46,14;-23,01;-3;18,18;-28,9;0,05;0,07;0,12;3517,44;30,36;1505,42;78,8;1,16;-7,06;-6,06;0,38;116,5;-2,57;0,6;1247,5;0;32,53;445,89;-3,73;18,02;-30,23;0,05;0,07;0,08;2946,79;28,36;1324,34;19,21;1,21;-5,83;-4,83;-0,94;120,72;-3,09;0,57;470;0;22,59;950,21
"15";30,69;37,37;8,13;0,64;3,63;4,7;96,45;58,38;19,52;21,08;0,18;0,22;1,22;46,76;17,88;176,33;26,37;41942;0;4,26;28,63;15,6;22,17;4,87;0,55;2,71;3,54;113,94;66,76;30,91;25,75;0,3;0,42;1,42;31,58;29,63;55,3;25,66;26886,33;0;4,99;43,17;16,21;22,14;5,42;0,63;3,11;3,95;121,78;74,06;29,89;25,45;0,27;0,37;1,37;31,84;26,77;62,47;36,91;32407,83;0;5,23;41,12
"16";2,74;28,71;2,15;0,58;0,75;1,11;150,31;44,92;254,92;91,59;0,9;9,47;10,47;2,74;90,45;3,03;NA;NA;0;0;0;0,68;16,71;0,86;0,48;0,95;1,05;460,65;191,65;412,26;40,51;0,96;23,45;24,45;0,68;95,91;2,12;1,81;NA;0;0;0;0,06;1,49;0,09;0,78;0,91;1,02;531;65,15;499,17;55,5;0,96;23,86;24,86;0,06;95,98;1,69;1,46;NA;0;0;0
"17";77,5;77,5;96,13;NA;NA;NA;230,73;165,92;0;0;0;0;1;77,5;0;NA;NA;NA;0;0;0;67,05;80,92;41,18;5,2;5,85;5,85;224,18;24,56;37,81;NA;0,17;0,21;1,21;75,93;17,14;391,26;NA;16546;0;5,45;9,66;28,11;43,39;33,22;0,13;2,14;2,14;430,23;300,54;149,55;0,02;0,35;0,54;1,54;44,54;35,23;89,84;2,62;24209;0;19,42;27,63
"18";-4,84;67,01;-1,76;0,33;0,73;1,05;132,25;43,68;109,37;36,38;1,07;-14,84;-13,84;17,23;107,23;-4,15;1,39;NA;22,74;8,02;98,91;0;-0,01;0;0,22;0,85;1,31;113,05;46,45;73,64;34,7;1,08;-14,12;-13,12;24,5;107,62;0,04;2,79;12292,67;24,28;7,59;92,92;1,55;132,08;0,58;0,13;0,4;0,77;135,54;28,14;104,53;38,6;0,99;84,41;85,41;21,78;98,83;1,6;0,55;15899,38;13,91;7,53;83,64
"19";53,78;82,97;16,29;1,3;2,35;3,4;110,26;NA;26,79;28,34;0,35;0,54;1,54;108,94;35,19;154,81;4,66;NA;8,35;16,71;45,02;57,96;90,12;16,61;0,64;1,66;3,08;104,62;NA;29,91;42,81;0,36;0,55;1,55;109,08;35,69;170,74;7,96;60224,2;4,2;14,65;40,58;7,19;45,02;2,64;0,34;0,71;1,12;133,47;13,79;106,84;44,16;0,84;5,26;6,26;49,73;84,04;11,91;3,39;28732,8;1,78;15,6;74,6
"20";1,47;34,16;0,78;0,01;0,65;0,85;191,37;115,25;179,58;36,07;0,96;22,16;23,17;28,65;95,68;2,05;0,26;NA;0;14,29;94,17;-0,65;-49,69;-0,72;0,1;0,48;0,62;401,94;86,31;214,08;31,8;0,99;74,88;75,88;10,54;98,68;2,43;0,67;23250,5;44,19;12,33;73,42;0,31;17,85;0,27;0,05;0,4;0,54;317,11;67,78;189,81;29,32;0,98;56,9;57,9;10,86;98,27;4,74;0,56;24724;37,2;9,19;60,43
"21";-0,75;-1,94;-0,25;0,13;0,46;0,97;120,89;4,35;42;26,7;0,61;1,58;2,59;38,23;61,43;3,07;0,95;NA;13,22;12,95;94,68;0,21;0,51;0,07;0,12;0,41;0,92;116,35;4,28;39,22;26,32;0,6;1,47;2,47;39,4;59,52;5,08;0,92;9932,31;12,85;12,49;88,03;1,32;3,08;0,4;0,12;0,36;0,91;110,08;5,55;35,72;26,68;0,57;1,33;2,34;43,76;57,19;7,68;0,92;10470,67;12,6;12,84;86,72
"22";-8,33;729,31;-9,77;0,02;0,08;0,81;427,13;26,32;405,89;301,06;1,01;-88,55;-87,55;5,05;101,14;-8,24;0,18;4884,67;0;15,7;102,56;-7,22;64,42;-7,46;0,02;0,11;0,72;377,24;39,09;412,26;254,8;1,11;-9,92;-8,93;18,08;111,2;-6,5;-0,55;10106,33;0;26,15;103,27;3,73;42,2;4,72;0,01;0,13;0,93;459,64;48,11;412,35;334,41;0,91;10,29;11,3;25,27;91,15;4,1;0,59;7130,83;0;27,19;79,45
"23";4,13;37,92;1,55;0,03;0,77;1,01;137,03;83,73;119,85;29,33;0,89;8,18;9,18;23,94;89,11;6,74;1,14;NA;0;7,46;73,94;-19,42;-5364,33;-5,19;0,04;0,55;0,8;97,55;48,19;94,68;23,86;1;275,29;276,29;17,6;99,64;-15,68;0,03;12480,5;0;9,89;126,72;-19,11;102,13;-4,83;0,03;0,49;0,68;91,93;48,65;106,94;19,91;1,19;-6,34;-5,34;26,82;118,71;-14,14;-0,98;14412;0;11,6;148,55
"24";-10,25;-11,63;-13,57;0,59;1,72;2,51;141,67;64,25;56,46;44,9;0,12;0,13;1,13;-10,25;11,84;-86,56;1,25;NA;0;0;0;-8,81;-19,77;-4,61;0,04;0,32;0,59;191,19;29,2;104,59;28,49;0,55;1,25;2,25;-8,81;55,47;25,06;0,66;4091;0;0;0;0,79;2,76;0,91;0,14;0,63;1,11;417,96;143,28;291,4;140,92;0,71;2,47;3,47;3,23;71,17;9,88;1,32;4592;0;2,8;23,34
"25";-2,12;10,89;-1,02;0,24;0,5;2,8;175,93;14,66;43,71;127,33;1,19;-6,14;-5,14;17,93;119,45;-0,53;5,63;7305,88;6,35;9,69;93,97;5,46;3792,31;3,04;0,42;1,79;4,5;203,62;55,49;31,19;111,86;1;693,84;694,84;20,77;99,86;6,77;8,23;19243,25;4,7;8,54;64,7;-5,98;-1575,04;-5,29;0,08;0,68;1,83;321,65;96,63;159,92;185,79;1;262,23;263,23;12,83;99,62;-4,97;6,3;11605,75;0,08;16,62;130,36
"26";0,59;5,81;0,69;0,02;0,17;0,21;431,05;55,41;362,89;14,19;0,9;8,93;9,93;7,04;89,93;6,49;0,18;NA;0;7,65;48,77;0,64;34,06;0,81;0,02;0,12;0,14;462,39;44,25;431,96;9,19;0,98;52,36;53,36;8,65;98,13;7,47;0,06;NA;0;10,15;51,04;5,73;75,6;6,36;0,06;0,19;0,22;404,06;42,73;319,72;7,97;0,92;12,2;13,2;14,84;92,42;14,2;0,25;20192;7,13;10,12;37,33
"27";-1,5;-1,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;-1,5;0;NA;NA;NA;0;NA;0;-17,59;-17,59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;-17,59;0;NA;NA;NA;0;NA;0;0,97;1,01;4;22,64;22,64;22,64;1508,05;NA;65,88;NA;0,04;0,05;1,05;0,97;4,42;21,86;NA;NA;0;0;0
"28";4,89;51,39;3,27;0,18;0,29;0,96;243,16;21,5;188,48;127,39;0,9;9,5;10,5;4,89;90,48;18,91;0,87;NA;0;0;0;2;31,53;4,97;0,13;0,18;0,74;909,05;42,69;839,8;479,32;0,94;14,79;15,79;2;93,67;9,99;0,21;NA;0;0;0;0,74;11,22;2,7;0,14;0,18;0,5;1333,61;57,13;1232,29;392,75;0,93;14,22;15,22;0,74;93,43;4,95;0,12;NA;0;0;0
"29";2,02;2,14;2,23;8,59;8,81;11,11;401,28;4,7;21,65;50,63;0,06;0,06;1,06;30,08;5,81;34,72;2,41;NA;0;30,94;87,45;3,7;4,31;2,08;4,17;4,25;5,44;205,34;2,09;27,47;33,16;0,14;0,16;1,16;53,95;14,06;87,21;3,37;7897;0;28,27;75,05;0,56;0,65;0,37;2,28;2,32;3,39;240,35;1,16;32,29;35,22;0,14;0,16;1,16;52,72;14,11;91,89;1,61;7231;0;34,45;85,71
"30";33,88;37,68;7,26;5,17;7,42;9,18;78,05;16,76;7,45;13,29;0,1;0,11;1,11;36,64;10,09;383,42;8,56;NA;0;0,59;5,68;25,51;27,27;6,86;7,08;10,97;15,4;98,16;22,68;5,83;26,16;0,06;0,07;1,07;27,64;6,44;433,46;14,04;92410;0;0,57;5,76;22,31;23;4,71;15,5;21,27;39,02;76,9;10,49;1,82;32,75;0,03;0,03;1,03;25,32;2,98;871,8;16,8;65317;0;0,64;8,13
"31";27,69;-13,19;17,42;0,11;0,31;0,31;228,98;0;693,6;0;3,1;-1,48;-0,48;27,69;309,87;14,65;-46,72;NA;0;0;0;50,09;-148,29;29,23;0,02;0,69;0,69;213,01;NA;207,56;NA;1,34;-3,96;-2,96;50,09;133,78;40,9;0,04;NA;0;0;0;49,06;252,57;19,31;0,44;1,28;1,3;143,25;0,66;86,91;2,07;0,81;4,15;5,15;49,32;80,58;70,22;1,93;NA;0;0,1;0,42
"32";3,55;4,34;68,33;5,51;5,51;5,51;7005,79;NA;1257,6;NA;0,18;0,22;1,22;3,55;18,15;19,56;NA;NA;0;0;0;3,42;4,16;68,33;5,39;5,62;5,62;7298,78;288;1281,6;NA;0,18;0,22;1,22;3,42;17,8;19,19;NA;NA;0;0;0;9,33;11,6;64,7;4,85;5,12;5,12;2523,25;129,6;487,44;NA;0,2;0,24;1,24;9,33;19,53;47,78;NA;NA;0;0;0
"33";15,07;27,85;19,51;0,01;3,5;3,51;471,28;457,36;131,06;0,44;0,46;0,85;1,85;16,31;45,89;32,84;51,91;165819;0;1,6;6,75;4,36;7,44;17,01;0,1;4,19;4,19;1423;1349,27;330,63;0,05;0,41;0,71;1,71;5,6;41,38;10,54;55,06;62544,33;0;4,84;17,88;0,02;0,04;0,26;0,24;3,09;3,09;4242,52;2883,08;1011,74;0,06;0,42;0,73;1,73;1,07;42,12;0,05;3;7808,67;0;12,24;120,19
"34";-14,54;-33,54;NA;0,6;0,61;1,77;NA;NA;NA;NA;0,57;1,31;2,31;-14,54;56,64;-25,67;NA;NA;0;NA;0;-8,91;272,61;-385,01;0,03;0,19;0,19;15777,08;2497,87;16069,39;NA;1,03;-31,61;-30,61;-8,91;103,27;-8,63;-0,04;NA;0;0;0;-5,86;94,4;-24,23;0;0,27;0,27;1506,14;230,22;872,01;NA;1,06;-17,12;-16,12;-2,79;106,2;5,49;0,25;4341,71;0;12,68;27,34
"35";-6;-6,27;NA;22,29;23,56;23,56;NA;NA;NA;NA;0,04;0,04;1,04;-6;4,25;-141,41;NA;NA;0;NA;0;-0,21;-0,22;NA;23,27;23,27;23,27;NA;NA;NA;NA;0,04;0,04;1,04;-0,21;4,3;-5;NA;NA;0;NA;0;-9,4;-9,87;NA;21,27;21,27;21,27;NA;NA;NA;NA;0,05;0,05;1,05;-9,4;4,7;-200;NA;NA;0;NA;0
"36";18,47;66,06;28,14;1,3;1,41;1,41;554,6;41,22;96,27;NA;0,69;2,46;3,58;21,93;72,04;28,2;9,71;31822;51,33;5,27;11,11;5,29;17;6,84;1,29;1,48;1,48;471,86;57,59;106,22;0,31;0,66;2,13;3,21;10,21;68,88;9,32;17,55;6433,5;43,47;6,36;31,74;5,92;15,51;7,64;1,47;1,63;1,63;469,8;44,56;87,03;1,26;0,61;1,59;2,62;12,37;61,81;11,31;40,16;7756,43;42;8,33;36,78
"37";-152,48;85,51;-21,66;0,27;0,39;0,39;51,71;15,29;132,22;NA;2,78;-1,56;-0,56;-6,12;278,32;-49,69;NA;1736;0;20,79;724,19;76,07;156,51;32,01;0,67;2,14;2,14;153,6;103,57;70,65;0,25;0,51;1,06;2,06;101,29;51,39;148,02;NA;57101;0;10,61;24,63;36;46,06;12,23;3,64;4,82;4,82;123,69;29,98;25,36;NA;0,22;0,28;1,28;60,84;21,83;164,93;NA;35625;0;8,44;39,33
"38";41,75;53,67;11,58;-0,27;0,17;2,25;100,98;8,63;19,61;41,23;0,2;0,26;1,29;67,58;22,22;215,32;1,48;NA;0;7,17;31,79;30,84;36,42;12,37;2,47;2,94;4,97;146,41;8,55;18,04;37,2;0,13;0,16;1,18;48,86;15,31;246,12;2,3;41663,26;0;7,23;30,82;25,68;27,71;14,52;1,85;6,62;9,74;205,85;71,66;15,03;47,44;0,08;0,09;1,08;38,31;7,33;349,33;3,39;37023,14;0;7,14;26,49
"39";7,97;9,63;8,95;2,67;4,84;5,21;408,94;144,73;66,61;24,71;0,17;0,21;1,21;20,18;17,23;55,2;6,24;NA;0;13,72;52,73;11,24;16,71;8,27;2,03;2,47;2,61;268,37;37,19;85,84;12,83;0,33;0,49;1,49;26,13;32,73;34,4;4,7;32460;0;10,95;51,77;14,89;19,18;10,02;2,78;4,26;4,51;245,08;64,24;43,37;11,25;0,22;0,29;1,29;32,18;22,4;68,25;4,57;33822;0,05;11,64;46,44
"40";0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;0;NA;NA;2,83;2,86;31,61;117,98;117,98;117,98;4063,49;NA;34,06;NA;0,01;0,01;1,01;2,83;0,85;334,09;NA;NA;0;0;0
"41";0,27;1,23;0,22;0,15;0,43;0,74;298,86;62,76;222,79;68,83;0,77;3,48;4,52;29,97;77,87;7,36;0,52;NA;0;24,38;79,83;8,93;23,11;4,32;0,15;0,52;0,8;176,34;35,61;96,53;27,79;0,6;1,56;2,59;34,11;61,37;28,92;0,78;NA;0;12,2;54,19;20,36;42,03;14,48;0,43;1,13;1,35;258,97;86,72;124,67;27,72;0,5;1,04;2,06;34,24;51,56;52,21;1,47;NA;0;9,88;28,85
"42";7,27;-114,67;6,87;0,09;0,27;0,84;344,05;65,32;360,77;211,32;1,06;-16,77;-15,77;25,33;106,34;12,28;-0,59;NA;0;17,07;54,94;-0,78;-1,1;-1,01;0,27;0,68;2,79;470,59;53,7;130,65;279,74;0,29;0,4;1,4;12,51;28,66;16,37;3,38;NA;0;17,14;66,42;4,11;7,86;3,81;0,56;1;1,7;337,13;69,65;157,25;109,88;0,48;0,91;1,91;23,09;47,66;21,68;2,62;NA;0;17,58;57,23
"43";-475,72;61,76;-20,51;0,04;0,04;0,07;15,69;NA;134,29;3,5;8,68;-1,13;-0,13;-397,74;870,27;13,95;NA;4250;0;3,36;17,84;429,85;-271,43;17,47;0,02;0,03;0,26;14,83;0,06;37,52;8,74;2,58;-1,63;-0,63;499,84;258,37;166,37;NA;5967;0;2,84;14,93;34,29;143,06;17,52;1,28;1,29;1,33;185,93;0,56;66,46;2,48;0,76;3,17;4,17;41,92;76,03;64,27;1,46;13816;0;3,89;10,77
"44";-13,76;-15,87;-8,79;1,56;1,61;2,79;232,66;1,15;23,73;28,37;0,13;0,15;1,15;6,34;13,34;-40,44;1,27;3094,8;0;12,84;129,53;-22,89;-26,17;-32,55;1,52;1,62;1,62;519,05;5,95;61,03;NA;0,13;0,14;1,14;-9,22;12,51;-102,57;1,09;444,67;0;19,45;802,77;-12,44;-14,65;-104,63;1,42;1,44;1,44;3062,22;9,85;437,23;NA;0,15;0,18;1,18;-7,43;15,09;-12,62;1,08;1352;0;42,15;130,44
"45";6,06;27,25;3,28;4,2;5,49;7;197,14;31,93;24,77;37,89;0,78;3,49;4,49;12,06;77,75;14,51;8,22;17916,5;0;3,25;32,84;8,59;24,48;3,13;8,31;10,48;13,62;133,06;18,83;8,67;27,58;0,65;1,85;2,85;16,09;64,91;18,38;10,03;18537,5;0;2,73;33,31;16,98;40,83;7,24;2,1;4,47;5,35;155,29;61,01;25,72;22,93;0,58;1,41;2,41;24,36;58,42;32,76;8,62;25926,33;0;3,15;22,31
"46";2,21;3,38;0,56;0,78;0,8;2,75;91,8;0,56;30,27;59,79;0,35;0,53;1,53;47,32;34,63;20,3;8,63;NA;0;11,38;78,1;4,09;5,85;1,02;1,07;1,08;3,27;91,29;0,25;26;57,49;0,3;0,43;1,43;53,58;30,1;22,18;13,88;16056,07;0;12,38;79,54;6,75;8,79;1,74;1,22;1,46;4,14;93,89;4,91;20,37;55,41;0,23;0,3;1,3;58,49;23,22;39,69;9,51;19877,08;0;13,35;77,91
"47";2,93;3,21;1,61;10,18;11,5;11,5;199,42;22,64;17,15;NA;0,09;0,1;1,1;2,93;8,7;33,72;NA;NA;0;0;0;6,36;8,28;4,97;2,64;4,31;4,31;285,02;109,09;65,21;NA;0,23;0,3;1,3;6,36;23,2;27,43;NA;NA;0;0;0;24,31;32,21;12,89;2,1;4,08;4,08;193,07;92,39;46,84;NA;0,25;0,33;1,33;24,31;24,53;99,1;NA;NA;0;0;0
"48";8,3;29,15;2,44;0,19;1;1,34;107,09;56,94;69,66;24,89;0,71;2,5;3,51;37,87;71,51;17,02;6,1;48585,14;3,61;8,7;62,01;-2,75;-9,13;-0,77;0,22;0,79;1,34;102,84;35,44;66,23;37,33;0,7;2,31;3,32;36,78;69,92;0,49;7,55;NA;1,55;11,14;85,88;8,58;26,39;2,89;0,22;0,93;1,47;122,72;52,96;78,35;42,2;0,67;2,07;3,07;44,15;67,45;15,69;47,45;NA;0;8,58;46,86
"49";4,98;29,67;9,87;0,02;0,18;0,26;721,57;97,84;390,31;45;0,83;4,96;5,96;15,6;83,23;12,78;0,22;27471,5;28,26;21,06;44,52;6,94;34,18;12,2;0,01;0,16;0,23;641,14;76,03;364,64;36,56;0,79;3,91;4,92;19,11;79,68;19,2;0,25;31871;21,26;21,37;40,81;14,31;97,5;20,73;0,07;0,2;0,27;527,38;58,57;411,58;32,07;0,85;5,81;6,81;27,08;85,22;26,62;0,19;NA;5,71;13,31;24,55
"50";-11,48;-38,98;-5,78;0;0,81;1,54;183,29;80,6;87,24;74,66;0,7;2,39;3,39;13,8;70,54;4,93;3,15;NA;7,25;12,73;74,67;-3,99;30,81;-1,79;0,01;0,43;0,8;163,8;72,08;162,8;65,34;1,13;-8,72;-7,72;24,16;112,96;3;-0,7;NA;6,34;12,63;67,41;8,16;-219,75;3,92;0,03;0,57;0,9;175,15;97,51;162,94;58,67;1,04;-27,94;-26,94;39,14;103,71;12,97;-0,56;NA;8,72;10,39;48,78
"51";2,19;19,69;3,43;0,31;0,74;0,74;528,44;174,57;369,5;0;0,89;7,97;8,97;11,29;88,86;12,83;0,59;NA;23,01;14,21;39,29;-4,1;-213,23;-5,13;0,23;0,6;0,6;456,3;85;206,52;NA;0,98;51;52;12,15;98,08;3,14;0,23;56394;9,6;20,32;59,58;3,69;11,66;2,72;0,29;1,26;1,26;268,2;96,91;69,26;NA;0,65;2,06;3,16;22,9;68,33;32,66;0,83;22012,6;16,72;14,15;44,28
"52";20,48;94,23;4,16;0,03;0,78;1,31;73,93;41,84;55,57;29,62;0,78;3,6;4,6;68,68;78,27;27,42;51,22;24969,63;0;9,79;59,72;18,92;45,13;3,97;0,04;0,86;1,78;76,6;34,81;42,01;38,87;0,58;1,39;2,39;76,36;58,08;33,01;165,88;21399,25;0;12,06;69,71;9,96;19,9;2,13;0,03;1,18;2,11;77,99;41,47;36,36;34,45;0,5;1;2;65,29;49,98;20,41;NA;19044,25;0;11,86;78,93
"53";-94,95;-121,61;-14,23;4,14;4,14;5;54,57;0,1;10,79;9,38;0,22;0,28;1,28;-17,26;21,92;-433,21;NA;NA;0;11,65;-538,81;-1,27;-1,91;-0,14;2,97;2,97;3,25;40,65;NA;12,4;3,6;0,33;0,5;1,5;71,68;33,38;-3,81;NA;NA;0;8,12;98,35;-0,44;-0,56;-0,06;4,97;5,04;5,6;51,15;0,62;9,04;5,1;0,21;0,27;1,27;57,61;21,49;-2,04;NA;NA;0;8,16;97,19
"54";22,28;29,53;3,02;4,72;5,92;5,92;49,31;6,62;5,5;0;0,19;0,25;1,33;152,31;24,54;136,42;2,39;NA;0;17,61;76,85;17,1;23,88;7,8;3,17;3,32;3,32;166,36;6,12;40,8;NA;0,28;0,4;1,4;45,57;28,38;65,24;4,26;NA;0;12,97;38,04;21,8;34,37;15,72;0,61;1,46;1,46;262,55;25,51;30,06;NA;0,37;0,58;1,58;32,55;36,59;90,52;0,78;33194;0;7,76;17,11
"55";41,44;99,65;58,69;1,38;2,04;2,29;515,56;73,38;214,47;54,05;0,58;1,4;2,4;41,78;58,41;72;13,38;NA;0;0,48;0,69;17,75;98,95;63,84;0,43;1,11;1,29;1312,55;456,34;958,99;177,63;0,82;4,57;5,57;18;82,06;22,72;4,36;460163,5;0;0,88;1,14;8,16;96,85;26,26;0,3;0,86;1,14;1170,96;302,4;962,59;277,28;0,92;10,86;11,86;8,57;91,57;10,28;1,81;83886,67;0;1,31;4,93
