"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"11";3,76;5,37;20,7;0,16;0,61;0,61;2005,88;188,06;234,71;0;0,3;0,43;1,43;3,76;30,07;12,49;0,8;NA;9,29;0;0;3,5;5,91;9,58;0,11;0,21;0,21;995,61;30,97;343,29;NA;0,41;0,69;1,69;3,5;40,72;8,6;0,64;NA;-1,28;0;0;3,98;7,53;26,68;0,23;0,56;0,56;2436,64;333,32;993,36;NA;0,47;0,89;1,89;3,98;47,11;8,46;0,69;NA;0;0;0
"12";-11,76;-44,51;-14;0,49;0,5;0,67;389,23;2,52;288,12;48,27;0,74;2,79;3,79;56,02;73,58;-2,5;0,48;1938,5;0;80,68;228,97;2,52;30,59;5,46;0,03;0,04;0,12;787,38;9,86;699,76;53,74;0,92;11,13;12,13;20,46;91,75;15,69;0,11;NA;0;28,01;50,62;1,19;11,94;2,86;0,1;0,14;0,27;870,85;36,45;768,87;93,69;0,9;9;10;6,48;90;22,49;0,13;NA;0;9,64;19,3
"13";2,06;4,26;1,79;0,04;1,28;1,5;315,09;194,44;156,28;34,25;0,52;1,06;2,06;26,16;51,53;10,5;1,96;3817,38;0;20,86;286,17;4,24;6,15;3,43;0,16;1,76;2,32;294,36;138,51;86,15;47,81;31,03;44,99;1,45;33,27;31,03;26,13;2,2;NA;0;16,15;214,72;4,37;5,28;0,87;0,19;1,54;3,67;72,3;15,63;11,55;24,59;17,31;20,94;1,21;31,8;17,31;57,91;2,05;NA;0;3,89;366,93
"14";10,74;42,9;13,93;1,08;1,26;1,26;471,93;63,03;349,86;NA;0,75;2,99;3,99;11,58;74,96;15,92;4,83;140765;0;1,09;5,26;10;17,3;19,41;2,07;2,21;2,21;706,36;40,94;294,55;NA;0,42;0,73;1,73;12,21;42,18;30,93;8,44;NA;0;4,28;11,47;18,29;26,99;49,86;2,04;2,42;2,42;992,26;119,31;316,3;NA;0,32;0,48;1,48;20,83;32,24;74,46;3,07;NA;0;6,93;8,4
"15";0,78;3,24;29;0,97;1,18;1,32;13488,8;2071,03;10101,09;1479,81;0,76;3,14;4,14;26,88;75,82;1,03;NA;-28306;0;967;-23,91;3,4;20,53;3,63;0,31;0,72;0,82;387,94;129,93;319,87;33,46;0,83;5,03;6,03;7,88;83,43;15,16;0,53;NA;0;3,34;-2,99;2,34;26,77;8,45;0,11;0,64;0,69;1312,8;623,35;754,2;57,64;0,91;10,43;11,43;2,34;91,25;14,01;0,24;NA;33,14;0;0
"16";0,36;0,75;2,93;0,33;1,03;1,56;2990,6;960,03;1374;728,53;0,51;1,07;2,11;0,36;52,7;4,04;1,72;NA;0;0;0;-7,9;-13,46;-17;0,14;0,59;1,37;782,86;138,36;313,11;245,1;0,41;0,7;1,7;-7,9;41,3;-12,11;1,31;NA;0;0;0;1,8;3,83;11,76;0,29;0,72;1,39;2379,02;494,12;1146,68;770,68;0,53;1,13;2,13;1,8;53,03;7,6;1,46;NA;0;0;0
"17";1,16;4,15;5,33;0;0,6;0,84;1672,3;530,41;435,45;221,4;0,46;1,64;3,58;10,1;72,07;13,7;0,59;-10546,52;28,26;41,07;-77,78;-0,25;-1,53;-2,07;0,02;0,58;0,68;3046,47;959,27;1291,04;178,94;59,35;367,79;6,2;5,38;59,35;3,74;0,31;NA;16,3;33,79;-160,76;8,17;34,38;316,71;0,01;0,56;0,59;14112,3;3173,02;6705,57;196,5;38,14;160,53;4,21;9,39;38,14;23,41;0,35;NA;-4,8;35,73;109,42
"18";0,68;1,93;1,74;0,13;0,72;1,54;931,11;352,27;597,06;497,14;0,65;1,84;2,84;0,68;64,84;1,05;NA;NA;0;0;0;3,38;41,22;6,58;0,06;0,66;1,09;707,42;386,01;642,22;276,61;0,92;11,18;12,18;3,38;91,79;3,69;NA;NA;0;0;0;2,57;30,01;2,81;0,03;0,71;1,09;398,4;245,61;360,29;138,54;0,91;10,68;11,68;2,57;91,44;2,81;NA;NA;0;0;0
"19";7,94;9,66;12,3;2,15;3,27;5,45;563,77;57,27;51,11;113,17;0,12;0,15;1,22;23,37;17,78;191,37;1,69;17353,87;0;23,89;66,36;11,85;13,43;20,18;5,51;6,81;11,04;619,91;38,99;31,26;132,5;0,07;0,08;1,13;26,82;7,18;340,09;2,05;8125,8;0;18,74;45,05;9,71;10,91;18,6;2,97;5,75;8,94;697,31;108,51;39,59;126,21;0,07;0,08;1,12;23,88;7,5;275,44;1,85;NA;0;19,81;50,88
"20";-3,9;-5087,42;-30,65;0,01;0,07;0,13;2861,26;141,51;2306,32;166,77;0,94;1232,16;1304,79;1,27;99,92;6,04;0,07;-3216,75;11,92;40,64;-200,11;-4,63;-154,15;-66,97;0;0,16;0,31;5260,98;766,58;4535,5;717,32;93,63;3114,69;33,27;-1,41;93,63;0,81;0,06;4486,5;4,5;32,78;-107,21;-1,12;18,26;-9,31;0,01;0,11;0,23;3019,33;305,61;2731,48;344,03;101,51;-1652,27;-16,28;6,06;101,51;5,14;-0,06;NA;5,85;42,51;-499,03
"21";0,61;2,4;0,64;0,22;1,08;1,46;379,6;94,3;53,52;42,13;0,75;2,94;3,94;13,49;74,62;8,13;1,01;7330,94;14,76;13,43;165,84;-2,63;-16,14;-4,16;0,01;1;1,42;575,45;271,58;142,61;113,7;83,68;512,78;6,13;7,6;83,68;2;1,4;8798,71;23,94;11,62;52,84;-4,93;-28,75;-4,93;0,33;1,05;1,7;363,74;102,69;114,6;93,73;79,37;462,84;5,83;9,67;79,37;4,05;1,43;NA;16,85;10,44;81,24
"22";1,15;1,31;2,15;1,83;3,22;7,17;680,33;-3,91;58,34;233,69;0,12;0,13;1,14;24,9;12,48;79,58;2,36;23653,06;0;44,39;110,58;2,73;3,52;4,09;0,51;1,58;3,56;545,75;77,14;92,62;183,23;0,22;0,28;1,29;27,15;21,76;60,34;2,08;NA;0;26,67;61,12;4,04;4,96;5,6;1,58;2,77;4,86;504,66;53,76;65,12;136,36;0,18;0,22;1,23;26,97;18,09;78,19;2,33;NA;0;23,61;59,46
"23";-3,47;-8,24;-9,68;0,01;0,74;0,93;1016,77;371,02;397,94;99,85;0,57;1,35;2,38;10,16;57,94;4,68;1,52;-3789,46;11,09;38,06;-338,67;3,71;9,86;10,56;0,18;1,13;1,32;1035,27;462,89;291,39;88,93;0,62;1,64;2,66;14,68;61,69;14,91;1,38;NA;19,07;22,51;1587,15;-1,75;-4,56;-4,23;0,05;1,07;1,23;878,1;457,6;229,23;74,43;0,62;1,6;2,6;10,21;61,52;9,48;1,32;NA;25,35;20,87;390,34
"24";2,68;3,91;3,02;0,37;0,7;2,05;410,84;29,57;89,65;122,93;0,24;0,35;1,46;26,51;31,51;55,16;1,28;15620,57;0;26,9;98,79;9,68;13,55;11,48;0,16;0,61;2,09;431,47;40,84;90,39;133,73;0,23;0,32;1,4;30,7;22,6;81,9;1,31;10914,26;0;18,03;54,37;1,09;1,26;1,13;0,01;2,93;7,56;375,8;61,96;21,24;98,34;0,07;0,08;1,15;25,41;6,79;173,6;1,57;NA;0;17,99;128,45
"25";11,76;33,25;31,52;0,23;0,42;0,58;975,18;116,31;620,97;102,42;0,65;1,83;2,83;19,09;64,62;25,73;0,57;NA;0;19,64;72,71;6,46;21,69;NA;0,01;0,09;0,27;2012,62;108,77;1391,58;252,89;0,7;2,36;3,36;13,03;70,24;16,32;0,37;NA;0;26,76;76,62;3,54;12,27;16,31;0,07;0,21;0,35;1676,2;164,66;1144,65;155,27;0,71;2,46;3,46;10,83;71,14;12,08;0,41;NA;0;24,67;89,29
"26";10,93;21,25;11,39;0,58;0,69;2,08;379,57;13,63;118,03;166,06;0,32;0,62;1,95;14,81;48,59;48,39;1,52;-3776,67;0;4,05;-286,65;7,2;10,95;6,32;0,09;1,89;3,77;319,73;98,39;54,75;103,05;0,18;0,27;1,52;12,17;17,59;70,19;1,94;NA;0;3,07;-42,38;8,53;15,68;15,73;0,62;3,67;4,91;671,05;263,1;86,24;106,44;0,28;0,51;1,84;11,9;27,73;48,96;1,9;NA;14,25;4,3;181,65
"27";2,55;12,92;3,84;0;1,31;2,73;547,52;93,06;39,7;108,99;0,78;3,96;5,06;9,7;80,25;14,35;1,4;45107,91;67,44;10,75;34,41;4,19;23,24;5,84;0;0,38;0,95;507,61;58,24;77,99;95,87;0,8;4,43;5,55;11,12;79,79;14,54;0,95;12076,46;59,89;6,98;26,59;2;9,71;3,26;0;0,35;0,86;593,73;60,69;76,04;107,1;0,77;3,73;4,86;9,03;76,68;12,37;0,89;NA;59,54;8,25;33,18
"28";0,06;0,3;0,17;0,05;0,11;0,11;1106,43;50,8;860,22;NA;0,81;4,28;5,31;0,06;81,18;3,27;0,21;NA;0;0;0;2,89;14,25;NA;0,18;0,25;0,25;1154,85;61,14;904,82;0;0,79;3,9;4,93;2,89;79,22;8,8;0,25;NA;0;0;0;6,69;22,85;14,79;0,11;0,22;0,22;804,56;56,64;555,59;NA;0,7;2,38;3,41;8,5;69,82;16,09;0,34;NA;0;2,96;8,09
"29";0,63;0,78;0,73;0,12;0,77;2,25;425,73;36,73;56,15;83,9;0,19;0,24;1,24;19,31;19,41;73,73;1,22;12553,95;0;21,85;114,21;-9,79;-15,83;-13,54;0,06;0,23;0,82;503,44;25,05;120,03;83,59;0,37;0,6;1,62;6,79;36,89;12,61;0,9;9233,14;9,63;16,29;145,78;-19,87;-40,82;-28,88;0,07;0,14;0,72;529,1;10,18;112,61;110,61;0,5;1,03;2,05;-2,88;50,06;-8,13;0,84;NA;27,04;17,57;609,67
"30";1,85;2,13;5,56;6,44;7,29;8,72;1092,34;71,98;84,96;123,53;0,13;0,15;1,15;13,98;12,96;62,4;2,92;10523,4;0;36,41;109,7;4,12;4,63;15,17;9,22;10,17;12,82;1338,68;71,84;75,15;199,5;0,11;0,12;1,12;16,14;10,79;97,56;3,45;NA;0;32,12;69,03;-0,01;-0,01;-0,02;10,29;12,02;14,29;1146,43;99,41;57,21;129,56;0,1;0,11;1,12;13,34;10,19;66,5;3,38;NA;0;30,52;101,37
"31";-1,41;-9,17;-1,71;50,08;93,27;95,57;391,23;131,28;3,04;7,1;0,85;5,5;6,5;-1,37;84,62;-1,67;0,46;NA;0;0,05;-0,1;-7,94;-10077,78;-14,34;0,57;1,02;1,03;656,89;162,36;364,65;5,43;1;1267,62;1268,62;-7,94;99,92;-3,42;0;NA;0;0;0;-0,25;119,82;-0,55;0,27;0,41;0,42;818,08;90,86;371,31;3,48;1;-489,57;-488,57;-0,02;100,2;15,14;0;NA;31,77;0,37;3,92
"32";2;13,64;1,82;0,03;0,42;0,72;330,36;90,18;226,11;67,76;0,72;4,91;6,81;32,06;85,31;19,35;0,32;11922,44;0;27,28;76,29;-0,13;-0,68;-0,09;0,09;0,42;0,54;241,94;50,36;149,33;16,87;0,67;3,38;5,06;42,49;66,82;22,92;0,34;7030,62;0;20,15;54,67;0,02;0,09;0,04;0,62;0,9;0,99;702,73;62,45;201,95;19;0,56;2,68;4,8;11,37;55,9;22,84;0,65;7258,07;10,45;16,08;42,47
"33";0,09;0,18;0,77;0,18;0,44;0,71;3231,72;264,42;948,35;295,47;0,4;0,8;2,01;7,66;50,34;26,83;0,72;-1098,25;5,07;67,21;-792,94;1,6;3,01;13,94;0,23;0,57;0,85;3166,55;301,2;822,16;260,87;0,36;0,68;1,88;7,46;36,07;30,39;0,8;NA;3,77;36,02;-76,42;0,68;1,24;2,79;0,2;0,49;0,92;1491;107,24;403,47;173,14;0,35;0,63;1,82;8,88;34,67;32,94;0,84;NA;0;23,4;313,8
"34";-6,65;-997,64;-10,71;0,18;0,23;0,3;586,13;27,7;470,24;32,49;0,99;149,01;150,01;-2,17;99,33;25,72;0,16;31571;6,68;7,22;21,66;1,04;62,65;1,33;0,19;0,29;0,35;465,36;41,31;442,17;25,94;98,34;5934,94;60,35;5,73;98,34;36,81;0,07;NA;0;4,09;9,06;9,97;84,9;12,86;0,29;0,37;0,48;469,77;33,87;407,51;43,18;88,26;751,81;8,52;16,65;88,26;42,13;0,2;NA;0;6,3;13,69
"35";0,6;7,75;NA;1,49;1,83;1,83;NA;NA;NA;NA;0,92;11,88;12,88;0,6;92,23;4,63;2,21;NA;0;NA;0;-10,25;388,97;-952,08;1,3;1,55;1,55;33823,91;4225,34;17155,74;NA;1,03;-38,96;-37,96;-10,25;102,63;-3,94;2,37;NA;0;0;0;2,66;1941,22;67,08;3,09;3,41;3,41;9168,84;741,84;2292,47;NA;1;727,95;728,95;2,66;99,86;8,62;5,44;NA;0;0;0
"36";-8,37;-13,5;-19,84;0,16;0,29;2,11;863,17;31,47;246,09;454,48;0,37;0,6;1,61;14,16;38,05;-8,89;1,79;2829,26;0;53,41;331;-52,04;-302,41;-76,23;0,62;0,75;1,22;533,2;32,21;242,5;114,25;0,82;4,76;5,81;-17,06;81,94;-41,63;1,15;NA;24,09;32,14;-193,71;2,77;10,95;3,59;0,09;0,18;0,91;471,75;16,32;147,53;131,72;0,74;2,91;3,95;22,49;73,76;11,36;0,9;NA;29,12;16,92;109,03
"37";1,4;1,64;2,48;3,08;4,27;9,7;642,22;32,91;27,7;152,53;0,11;0,13;1,17;20,94;14,4;90,38;1,59;13592,7;0;34,47;101,95;0,1;0,13;0,22;1,82;2,96;8,3;762,87;45,83;40,03;213,94;0,14;0,16;1,2;19,76;13,69;61,33;1,64;10313,64;0;29,85;78,65;-7,7;-9,58;-14,54;2,27;3,49;8,93;687,67;39,84;32,71;177,86;0,17;0,21;1,24;13,15;16,58;13,6;1,6;NA;0;28,45;126,46
"38";1,2;6,17;4,5;0,01;0,13;0,22;1360,7;89,92;728,63;64,35;0,81;4,13;5,13;2,91;80,51;10,64;0,36;-63740,25;0;6,37;-7,11;1,97;8,43;10,3;0,04;0,04;0,23;1904,45;NA;1169,34;221,69;76,65;328,31;4,28;3,81;76,65;42,74;0,44;NA;0;7,14;-2,28;-0,43;-1,54;-1,34;0,08;0,16;0,16;1146,53;21,16;594,63;NA;72,22;259,99;3,6;0,37;72,22;16,25;0,44;NA;8,03;2;16,14
"39";-2,62;-2,95;-46,75;0,1;4,68;12,22;6494,98;444,88;56,69;743,32;0,09;0,1;1,12;5,56;11,09;36,26;1,18;-14353,89;0,63;145,93;-82,89;1,3;1,39;29,44;0,35;1,44;4,22;8264,99;527,57;245,11;1345,56;0,07;0,07;1,07;10,87;6,98;103,14;1,25;NA;2,93;217,39;-185,98;0,63;0,67;9,74;0,35;2,28;5,54;5614,4;533,34;165,25;905,26;0,05;0,06;1,06;9,11;5,46;108,38;1,31;NA;2,02;130,82;-103,96
"40";13,17;14,6;24,97;15,85;15,85;15,85;690,27;NA;43,08;NA;0,07;0,07;1,11;23,86;9,81;195,22;NA;5515;0;20,28;37,91;8,4;9,14;19,46;12,42;12,47;12,47;843,53;2,84;66,92;NA;0,08;0,09;1,09;28,08;8,14;103,2;NA;NA;0;45,61;63,83;0,78;0,82;2,44;26,13;26,45;26,45;1138,07;13,7;42,56;NA;0,05;0,05;1,05;5,78;5,12;15,23;NA;NA;0;15,63;56,34
"41";-5,39;-9,99;-100,77;0,24;0,79;1,17;6810,32;1649,93;3007,38;1167,57;0,46;0,85;1,85;5,86;46,07;21,11;1,15;-9826,5;0;210,33;-91,86;-3,24;-6,37;-44,6;0,18;0,67;1,13;5010,85;1196,69;2421,86;1091,44;0,49;0,97;1,97;8,47;49,13;24,32;1,13;NA;0;161,24;-82,41;-0,57;-1,27;-9,52;0,37;0,77;1,09;6079,12;1320,95;3304,12;1039,85;0,55;1,23;2,23;10,46;55,19;20,8;1,11;NA;0;184,23;-88,25
"42";10,35;15,24;20,96;0,63;1,82;2,43;737;73,14;36,77;38,14;0,31;0,46;1,47;21,16;32,08;42,76;1,13;24024,86;19,78;21,88;54,26;6,24;8,52;12,48;0,29;1,69;3;728,17;60,75;19,13;56,63;0,26;0,35;1,37;17,82;25,78;36,69;1,13;9878,26;16,19;16,49;37,97;4,04;5,61;11,31;0,04;0,82;2,25;1019,03;79,34;33,45;145,67;0,27;0,38;1,39;15,33;27,13;26,89;1,15;NA;16,93;22,56;43,86
"43";-4,04;-14,28;-19,62;0,88;1,08;1,08;1768,84;256,73;1254,64;NA;0,72;2,54;3,54;-4,04;71,72;2,18;1,27;NA;0;0;0;-30,85;-49,05;-23,42;0,47;2,69;2,69;276,39;225,54;101,44;NA;0,37;0,59;1,59;-30,85;37,11;-48,48;NA;NA;0;0;0;31,32;34,63;45,59;5,74;10,46;10,46;529,85;236,13;50,12;NA;0,1;0,11;1,11;31,32;9,56;327,5;NA;NA;0;0;0
"44";35,09;64,89;10,8;0,17;1;1,1;112,05;40,69;49,25;5,23;0,46;0,85;1,85;52,02;45,92;108,04;1,11;31078;0;5,21;20,95;22,23;33,95;11,28;0,35;0,98;1,19;184,76;37,73;60,18;12,77;0,35;0,53;1,53;41,27;34,52;104,17;1,09;NA;0;9,66;31,39;13,06;26,28;9,16;0,27;0,54;0,64;255,25;33,14;125,01;13,05;0,5;1,01;2,01;23,42;50,3;58,8;0,74;NA;0;7,26;23,41
"45";4,9;17,92;3,55;0,46;0,73;0,73;212,68;51,54;189,18;NA;0,73;2,66;3,66;4,9;72,65;15,82;0,59;NA;0;0;0;30,41;69,86;NA;1,3;1,49;1,49;363,3;36,86;202,9;NA;0,56;1,3;2,3;30,41;56,47;65,05;2,75;NA;0;0;0;19,39;37,93;NA;1,44;1,9;1,9;201,43;44,66;97,37;NA;0,49;0,96;1,96;19,39;48,88;49,1;7,4;NA;0;0;0
"46";-102,94;-457,55;-65,91;0,04;0,04;0,04;233,08;0,08;176,21;NA;0,78;3,44;4,44;90,84;77,5;-84,89;0,25;3776;0;124,08;145,07;39,7;66,26;NA;0,62;1,16;1,16;183,81;38,08;70,5;0;0,4;0,67;1,67;131,36;40,08;182,19;1,16;NA;0;34,17;36,63;-122,76;-366,17;-38,22;1,61;1,61;1,61;113,33;NA;69,59;NA;0,66;1,98;2,98;117,96;66,47;-184,68;NA;NA;0;59,74;132,99
"47";22,16;22,17;46,36;2021,75;2021,75;2021,75;761,62;NA;NA;NA;0;0;1;22,16;0,05;44800;NA;NA;0,05;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5,97;-6,78;NA;0,56;8,37;8,37;NA;NA;NA;NA;0,12;0,14;1,14;-5,97;11,94;-50;NA;NA;0;NA;NA
"48";-6,25;-6,32;NA;NA;NA;NA;NA;NA;NA;NA;0,01;0,01;1,01;-6,25;1,05;-594;NA;NA;0;NA;0;38,63;89,53;NA;0,61;1,63;1,63;194,86;93,36;108,53;NA;0,57;1,32;2,32;43,45;56,86;69,62;5,43;NA;0;2,43;19,67;5,45;9,07;NA;0,6;1,21;2,38;7447,33;1126,93;2875,88;3356,24;0,4;0,66;1,66;14,09;39,94;20,69;8,31;NA;0;129,75;47,44
"49";0,87;1,58;18,96;0,03;1,62;1,87;7922,05;1745,31;3513,56;906,34;0,45;0,81;1,81;2,28;44,84;21,38;3,43;-90385;0;30,6;-3,14;1,37;3,06;NA;0,05;1,64;1,45;130806,88;19121,97;71298,71;-13146,07;0,55;1,23;2,23;5,05;55,11;13,93;2,24;6933;0;973,74;-8,52;0,13;0,25;3,51;0,05;0,38;0,84;10190,51;633,55;1911,54;879,29;0,23;0,45;1,96;3,06;22,84;29,06;0,65;4857;0;59,81;-545,53
"50";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,14;87,33;20,32;0,67;1,34;1,34;223,13;92,15;136,92;NA;0,62;1,63;2,63;34,57;62,05;63,33;2,27;NA;0;0,65;2,07;2,46;5,88;6,84;1,21;1,8;1,8;1012,94;296,45;497,17;NA;0,58;1,39;2,39;2,59;58,18;16,04;4;NA;0;0,27;0,83
"51";0,34;0,6;2,69;0,01;0,91;1,36;2896,04;710,17;203,2;358,96;0,34;0,61;1,78;16,32;43,67;32,56;0,97;186,09;22,85;127,12;5211,18;0,09;0,15;0,36;0,01;0,75;1,39;1515,64;232,43;124,52;210,59;0,29;0,48;1,67;20,45;29,01;46,57;0,92;6976,56;15,48;59,41;292,29;1,98;3,18;7,27;0;1,14;1,98;1339,81;252,83;108,5;192,89;0,23;0,37;1,61;25,24;23;67,19;0,98;NA;9,81;60,1;196,22
"52";12,38;82,72;7,29;0,29;0,52;1,18;214,27;41,92;180,19;119,47;0,85;5,68;6,68;12,38;85,03;14,56;NA;-17577;0;0;0;6,44;77,5;9,45;0,07;0,24;1,09;534,04;82,02;484,26;410,44;0,92;11,03;12,03;6,44;91,69;7,03;NA;NA;0;0;0;15,5;88,61;9,8;0,11;0,26;1,17;230,07;29,45;187,74;170,09;0,83;4,72;5,72;15,5;82,51;18,78;NA;NA;0;0;0
"53";1,81;14,65;1,24;0,69;0,86;0,88;249,43;27,95;137,2;4,22;0,88;7,08;8,08;16,84;87,63;29,06;0,8;33146;31;10,3;33,16;4,55;29,14;2,39;0,09;0,44;0,46;191,05;50,17;123,98;2,38;0,84;5,4;6,4;19,02;84,38;33,21;0,36;NA;17,94;7,59;40,57;1,85;14,39;1,4;0,3;0,62;0,66;275,73;65,61;188,27;7,02;0,87;6,78;7,78;12,3;87,15;25,85;0,48;NA;5,74;7,92;28,95
"54";-0,19;-10,96;-0,48;0,04;0,37;0,37;928,01;289,65;860,11;NA;0,98;57,63;58,63;-0,06;98,29;11,35;0,1;NA;0;0,32;1,59;1,1;41,2;2,31;0,01;0,42;0,46;761,96;297,65;688,87;23,7;0,97;36,41;37,41;1,1;97,33;16,94;0,09;NA;3,52;0;0;1,89;7,55;6,21;0,29;0,56;0,58;1197,35;237,17;683,07;23,18;0,75;3;4;2,06;75;19,77;0,45;NA;17,04;0,57;2,11
