"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63"
"27";1,32;3,08;0,4;0,12;0,36;0,91;110,08;5,55;35,72;26,68;0,57;1,33;2,34;43,76;57,19;7,68;0,92;10470,67;12,6;12,84;86,72;0,99;2,15;0,28;0,13;0,36;0,94;102,48;5,22;33,64;24,11;0,53;1,14;2,17;47,77;52,78;8,02;0,92;6366,75;7,63;9,08;61,54;0,98;2,11;0,27;0,12;0,3;0,82;99,63;5,37;35,12;21,63;0,54;1,16;2,16;50,01;53,66;8,89;0,86;NA;6,62;9,4;62,91
"28";-6,85;-6,85;-60,56;NA;NA;NA;1909,2;57,33;NA;NA;NA;NA;1;-6,85;0;NA;NA;NA;0;0;0;23,92;25,71;21,33;14,39;14,39;14,39;324,48;NA;22,31;NA;6,95;7,47;1,07;23,92;6,95;344,17;NA;NA;0;0;0;24,26;26;56,1;14,94;14,94;14,94;841,59;NA;55,72;NA;6,69;7,17;1,07;24,26;6,69;362,44;NA;NA;0;0;0
"29";3,73;42,2;4,72;0,01;0,13;0,93;459,64;48,11;412,35;334,41;0,91;10,29;11,3;25,27;91,15;4,1;0,59;7130,83;0;27,19;79,45;1,42;16,88;2,05;0,03;0,11;0,96;524,83;37,67;473,64;404,97;0,92;10,87;11,87;18,94;91,58;1,55;0,71;NA;0;25,26;86,51;14,03;66,05;26,48;0,03;0,12;1,14;686,89;45,81;532,79;545,1;0,79;3,71;4,71;25,03;78,75;17,82;2,04;NA;0;20,76;83,79
"30";20,28;492,98;3,9;0,63;0,64;1,07;70,02;0,18;64,33;28,12;0,93;22,62;24,31;234,13;95,89;21,79;NA;14763;0;41,13;85,21;18,48;42,5;4,59;1,24;1,25;1,88;90,5;0,38;32,14;30,02;0,54;1,24;2,3;198,85;53,88;34,29;NA;NA;17,11;32,12;66,86;-0,2;-0,4;-0,04;1,23;1,24;2,27;80,75;0,31;35,22;36,13;0,5;1;2;235,17;50,03;-0,4;NA;NA;4,03;37,15;66,15
"31";-19,11;102,13;-4,83;0,03;0,49;0,68;91,93;48,65;106,94;19,91;1,19;-6,34;-5,34;26,82;118,71;-14,14;-0,98;14412;0;11,6;148,55;9,57;-79,96;2,24;0,01;0,46;0,71;85,18;36,14;93,29;23,53;1,12;-9,36;-8,36;55,03;111,96;10,93;-0,61;NA;0;7,62;59,83;1,3;-10,85;0,28;0,01;0,36;0,71;76,98;26,43;84,08;28,95;1,12;-9,34;-8,34;58,64;111,99;4,02;-0,59;NA;0;8,73;63,41
"32";0,79;2,76;0,91;0,14;0,63;1,11;417,96;143,28;291,4;140,92;0,71;2,47;3,47;3,23;71,17;9,88;1,32;4592;0;2,8;23,34;0,58;1,8;0,74;0,14;0,42;1,22;468,28;88,38;314,24;252,4;67,85;211,05;3,11;2,77;67,85;10,92;1,88;NA;0;2,82;17,47;10,75;27,31;10,13;0,19;0,69;1,5;342,75;101,93;177,38;166,43;60,62;153,93;2,54;14,17;60,62;27,78;4,3;NA;8,29;3,21;14,25
"33";-5,98;-1575,04;-5,29;0,08;0,68;1,83;321,65;96,63;159,92;185,79;1;262,23;263,23;12,83;99,62;-4,97;6,3;11605,75;0,08;16,62;130,36;1,42;82,16;0,88;0,06;0,78;2,27;225,62;17,86;91,56;136,55;0,98;56,89;57,89;16,31;98,27;2,34;8,63;NA;0,07;6,66;38,78;4,17;57,74;1,63;0,13;0,77;2,23;142,78;15,38;60,01;87,64;0,93;12,86;13,86;18,48;92,79;5,49;10,89;NA;0,03;4,07;36,55
"34";5,73;75,6;6,36;0,06;0,19;0,22;404,06;42,73;319,72;7,97;0,92;12,2;13,2;14,84;92,42;14,2;0,25;20192;7,13;10,12;37,33;1,48;22,7;1,84;0,05;1,41;1,56;453,45;184,66;136,56;20,32;0,93;14,38;15,38;5,45;93,5;7,74;1,32;NA;13,56;3,66;21,99;2,32;32;2,12;0,03;1,68;1,72;333,15;165,57;100,16;4,45;0,93;12,79;13,79;6,61;92,75;6,86;1,46;NA;10,51;2,91;20,82
"35";0,97;1,01;4;22,64;22,64;22,64;1508,05;NA;65,88;NA;0,04;0,05;1,05;0,97;4,42;21,86;NA;NA;0;0;0;0,66;1,8;NA;0,16;1,14;1,14;13168,7;8100;8240,22;NA;0,63;1,73;2,73;0,66;63,41;1,04;1,32;NA;0;0;0;-0,53;-46;-4,9;0,04;0,69;0,83;3398,59;2170,85;3322,01;464,66;0,99;86,62;87,62;-0,53;98,86;2,79;0,07;NA;0;0;0
"36";0,74;11,22;2,7;0,14;0,18;0,5;1333,61;57,13;1232,29;392,75;0,93;14,22;15,22;0,74;93,43;4,95;0,12;NA;0;0;0;0,35;5,33;1,04;0,13;0,19;0,58;1092,1;62,82;1009,62;384,95;0,93;14,32;15,32;0,35;93,47;10,61;0,14;NA;0;0;0;0,91;13,25;7,93;0,12;0,18;0,64;3185,32;165,55;2934,78;1336,69;0,93;13,62;14,62;0,91;93,16;8,93;0,17;NA;0;0;0
"37";0,56;0,65;0,37;2,28;2,32;3,39;240,35;1,16;32,29;35,22;0,14;0,16;1,16;52,72;14,11;91,89;1,61;7231;0;34,45;85,71;-0,26;-0,29;-0,16;4,4;4,51;5,02;226,89;2,84;27,78;14,39;13,03;14,98;1,15;30,35;13,03;127,1;2,32;NA;0;19,08;54,21;2,99;3,54;2,32;5,11;5,15;5,45;281,51;1,72;41,05;12,02;15,35;18,14;1,18;2,99;15,35;122,32;4,32;NA;0;0;0
"38";22,31;23;4,71;15,5;21,27;39,02;76,9;10,49;1,82;32,75;0,03;0,03;1,03;25,32;2,98;871,8;16,8;65317;0;0,64;8,13;13,99;14,36;3,52;18,5;29,6;47,98;91,53;18,58;1,84;33,78;0,03;0,03;1,03;16,67;2,6;661,05;54,18;NA;0;0,48;7,53;18,65;20,39;4,84;7,24;10,43;12,42;94,53;23,62;7,4;14,71;0,08;0,09;1,09;20,95;8,49;219,67;68,05;NA;0;0,42;6,12
"39";-1,95;-2,18;-0,54;7,72;7,72;9,55;96,18;NA;10,48;19,44;0,1;0,12;1,12;55,35;10,47;-18,64;NA;1635;0;15,93;100,58;7,98;9,38;1,31;3,98;3,98;6,71;59,79;NA;8,81;24,03;0,15;0,18;1,18;102,81;14,9;53,58;NA;NA;0;15,58;90,26;5,84;7,35;1,59;3,38;3,38;4,85;99,23;NA;20,24;29,63;0,21;0,26;1,26;108,11;20,62;28,3;NA;NA;0;27,88;89,45
"40";-3,32;-3,43;NA;30,12;30,12;30,12;NA;NA;NA;NA;0,03;0,03;1,03;-3,32;3,32;-100;NA;NA;0;NA;NA;1,85;36,97;5,5;0,07;0,52;1,45;1080,44;79,81;664,34;616,33;0,95;18,94;19,94;4,42;94,98;2,53;0,54;NA;0;5,4;28,88;7,8;74,18;2,91;0,18;0,94;1,34;135,79;73,3;96,27;38,48;0,89;8,51;9,51;17,41;89,48;10,01;2,69;NA;0;2,55;32,96
"41";-2,41;-2,81;-0,85;4,9;6,92;6,92;128,23;37,1;18,32;0;0,14;0,17;1,17;38,64;14,44;-16,67;NA;NA;0;14,46;91,48;-16,64;-94,84;-14,67;0,48;0,57;0,57;320,73;21,97;261,54;NA;0,82;4,7;5,7;-9,75;82,45;-20,19;0,33;NA;0;6,08;-92,5;27,48;59,58;1,71;0,5;0,81;0,81;22,6;3,71;12,04;NA;0,54;1,17;2,17;38,4;53,87;51,02;0,82;NA;0;0,68;26,82
"42";49,06;252,57;19,31;0,44;1,28;1,3;143,25;0,66;86,91;2,07;0,81;4,15;5,15;49,32;80,58;70,22;1,93;NA;0;0,1;0,42;8,03;32,32;4,95;0,56;0,98;0,98;224,47;1,16;140,81;0,83;0,75;3,03;4,03;9,43;75,17;26,48;0,97;NA;0;0,86;5,09;5,93;18,22;2,3;0,43;0,96;0,97;141,4;4,47;84,62;0,56;0,67;2,07;3,07;10,45;67,46;36,64;0,95;NA;0;1,76;12,74
"43";2,55;57,67;3,43;0,28;0,48;0,79;488,79;89,51;461,8;148,71;0,96;21,59;22,59;14,18;95,57;4,79;0,19;7375,5;0;15,62;66,84;-1,09;-107,09;-2,92;0,24;0,29;0,92;977,57;47,69;956,6;601,16;0,99;97,55;98,55;4,06;98,99;1,64;0,12;NA;0;13,83;66,75;-2,57;149,1;-2,48;0,69;0,71;0,93;351,87;4,57;353,81;81,05;1,02;-59,11;-58,11;1,47;101,72;-0,3;-0,33;NA;0;3,9;91,42
"44";9,33;11,6;64,7;4,85;5,12;5,12;2523,25;129,6;487,44;NA;0,2;0,24;1,24;9,33;19,53;47,78;NA;NA;0;0;0;12,73;13,3;71,33;9,38;23,19;23,19;2039,61;1201,5;87;0;0,04;0,05;1,05;12,73;4,31;295,17;NA;NA;0;0;0;-7,95;-9,33;-45,75;2,85;6,77;6,77;2094,52;1200;306;NA;0,15;0,17;1,17;-7,95;14,77;-53,82;NA;NA;0;0;0
"45";0,02;0,04;0,26;0,24;3,09;3,09;4242,52;2883,08;1011,74;0,06;0,42;0,73;1,73;1,07;42,12;0,05;3;7808,67;0;12,24;120,19;-0,01;-0,01;-0,12;0,03;0,81;0,81;7948,56;1520,76;1958,15;NA;0,42;0,74;1,74;0,94;42,45;-0,01;0,94;NA;0;20,73;-230,65;-1,1;-1,92;-20,57;0,09;0,75;0,75;6777,44;1088,18;1652,74;0,13;0,43;0,74;1,74;-0,21;42,52;-2,6;0,92;NA;0;16,65;-528,47
"46";-5,86;94,4;-24,23;0;0,27;0,27;1506,14;230,22;872,01;NA;1,06;-17,12;-16,12;-2,79;106,2;5,49;0,25;4341,71;0;12,68;27,34;0,87;-17,7;1,2;0,03;0,49;0,49;505,51;196,7;426,2;NA;1,05;-21,4;-20,4;12,06;104,9;20,06;-0,08;NA;0;10,71;21,02;-2,3;20,5;-3,26;0,05;0,26;0,26;516,89;74,63;345,13;NA;1,11;-9,92;-8,92;15,15;111,22;30,93;0,46;NA;0;18;21,58
"47";-9,4;-9,87;NA;21,27;21,27;21,27;NA;NA;NA;NA;0,05;0,05;1,05;-9,4;4,7;-200;NA;NA;0;NA;0;-27,55;-36,45;-53,91;3,69;4,09;4,09;712,24;69,17;172,03;NA;0,24;0,32;1,32;-27,55;24,42;-112,81;NA;NA;0;0;0;38,5;71,7;8,39;0,31;1,96;2,18;79,33;59,23;35,98;8,1;0,46;0,86;1,86;38,5;46,3;83,15;NA;NA;0;0;0
"48";5,92;15,51;7,64;1,47;1,63;1,63;469,8;44,56;87,03;1,26;0,61;1,59;2,62;12,37;61,81;11,31;40,16;7756,43;42;8,33;36,78;-1,73;-4,62;-3,56;1,38;1,57;1,58;748,74;90;141,89;3,21;62,61;167,47;2,67;2,5;62,61;-2,76;36,5;NA;43,45;8,69;59,22;-7,47;-23,64;-13,4;1,24;1,45;1,46;653,16;95,32;167,8;3,27;68,4;216,49;3,16;-2,95;68,4;-9,34;NA;NA;42,43;8,1;213,41
"49";36;46,06;12,23;3,64;4,82;4,82;123,69;29,98;25,36;NA;0,22;0,28;1,28;60,84;21,83;164,93;NA;35625;0;8,44;39,33;-43,86;-145,89;NA;0,34;1,01;1,01;136,37;61,94;92,2;NA;0,7;2,33;3,33;-15,87;69,9;-52,54;0,98;NA;0;7,53;-443,56;21,25;50,75;NA;0,74;1,48;1,48;142,22;59,76;80,88;NA;0,58;1,39;2,39;42,25;58,13;47,77;2,87;NA;0;5,9;27,68
"50";0,34;0,54;0,07;1,64;2,3;2,8;75,3;18,61;27,89;14,05;0,36;0,57;1,57;118,35;36,16;0,95;NA;4678,5;0;25,61;99,31;9,96;25,16;3,44;1,39;1,57;1,67;125,89;13,77;74,64;7,06;0,6;1,53;2,53;84,32;60,41;16,49;NA;NA;0;25,72;100,23;6,73;20,12;3,29;1,32;1,43;1,51;177,89;13,13;116,14;9,9;0,67;1,99;2,99;60,33;66,56;10,11;NA;NA;0;26,2;107,5
"51";25,68;27,71;14,52;1,85;6,62;9,74;205,85;71,66;15,03;47,44;0,08;0,09;1,08;38,31;7,33;349,33;3,39;37023,14;0;7,14;26,49;42,52;75,73;6,6;0,1;0,52;2,19;56,47;8,5;4,25;34,27;0,43;0,77;1,78;112,44;43,09;103,36;3,29;NA;29,04;7,8;32,1;2,24;19,71;0,58;0,17;0,43;0,82;93,85;14,41;80,54;32,04;0,88;7,78;8,79;42,68;88,44;6,32;0,44;NA;0;7,13;57,37
"52";23,46;33,05;NA;3,45;3,45;3,45;174,7;0;87,7;0;0,29;0,41;1,41;23,46;29;80,89;NA;NA;0;0;0;25,58;43,3;7,29;0,46;2,45;2,45;103,71;83,22;41,82;NA;0,41;0,69;1,69;61,01;40,93;62,48;NA;NA;0;10,1;50,61;-7,69;-17,78;-2,51;0,57;1,79;1,79;118,73;80,34;65,61;NA;0,57;1,31;2,31;39,79;56,73;-13,56;NA;NA;0;15,49;90,5
"53";3,02;3,96;1,19;2,32;4,15;4,15;56,93;61,39;33,45;NA;0,24;0,31;1,31;3,02;23,67;12,76;NA;NA;0;0;0;-5,68;-1012,39;-7,13;0,04;0,1;1,01;456,94;26,13;449,38;406,33;0,99;177,16;178,16;-3,68;99,44;-5,71;NA;NA;0;2,52;-66,26;7,82;93,59;8,82;0,13;0,24;1,09;410,25;42,42;371,82;315,08;0,92;10,96;11,96;15,4;91,64;8,54;NA;NA;0;8,54;42,29
"54";14,89;19,18;10,02;2,78;4,26;4,51;245,08;64,24;43,37;11,25;0,22;0,29;1,29;32,18;22,4;68,25;4,57;33822;0,05;11,64;46,44;15,95;23,73;11,52;1,01;2,93;3,01;263,04;139,96;72,87;6,27;0,33;0,49;1,49;31,09;32,81;53,17;4,78;NA;0;8,1;29,55;8,36;10,2;5,05;4,13;5,53;5,82;219,71;44,12;31,45;9,12;0,18;0,22;1,22;29,99;17,98;55,86;5,54;NA;0,01;9,56;44,95
"55";20,36;42,03;14,48;0,43;1,13;1,35;258,97;86,72;124,67;27,72;0,5;1,04;2,06;34,24;51,56;52,21;1,47;NA;0;9,88;28,85;12,75;20,92;9,22;0,32;1,36;1,68;263,09;101,75;97,99;30,79;39,02;63,99;1,64;35,12;39,02;49,08;1,69;NA;0;16,17;47,31;14,96;18,18;10,44;2,2;3,19;3,98;254,74;40,38;40,93;32,29;17,72;21,54;1,22;41,47;17,72;115,64;2,38;NA;0;18,5;50,57
